"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ART HISTORY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","","","",""
"ART HIST
180","Dept. Total","1008","3.228","33.2","19.6","22.2","8.4","7.4","1.9","1.8","3.5","",".","0.1","",".","0.5","",".","1.1","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","118","3.144","25.4","18.6","33.9","11.0","5.9","3.4","0.8",".","",".",".","",".",".","",".","0.8",".","."
"Sophomore","","257","3.319","36.6","23.3","20.2","10.9","6.2","1.6","0.8","0.4","",".",".","",".",".","",".",".",".","."
"Junior","","214","3.131","29.9","16.8","24.8","7.5","15.4","0.9","1.4","1.4","",".",".","",".",".","",".","1.4",".","0.5"
"Senior","","286","3.079","25.9","20.3","22.7","8.4","5.9","3.1","4.2","6.6","",".","0.3","",".",".","",".","2.4",".","."
"Undergraduates","","875","3.176","29.9","20.1","24.0","9.3","8.3","2.2","2.1","2.6","",".","0.1","",".",".","",".","1.3",".","0.1"
"Special","","21","3.616","28.6","19.0","14.3",".",".",".",".","33.3","",".",".","",".",".","",".",".","4.8","."
"Graduate","","112","3.705","59.8","16.1","9.8","3.6","1.8",".",".","4.5","",".",".","",".","4.5","",".",".",".","."
"","Dept. Total","1008","3.228","33.2","19.6","22.2","8.4","7.4","1.9","1.8","3.5","",".","0.1","",".","0.5","",".","1.1","0.1","0.1"
