"PhD Thesis-Management","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"","999
031","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","999
080","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Read&Rsch-Mgmt&H Resrcs PhD","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"M H R
236","Dept. Total","1234","3.379","40.7","22.3","20.4","7.8","4.7","2.1","0.4","1.2","",".",".","",".","",".","",".","0.1",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"236
M H R","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","262","3.165","29.4","22.5","24.4","12.2","6.5","3.4","1.5",".","",".",".","",".","",".","",".",".",".","."
"Senior","","539","3.220","31.5","20.2","23.9","11.9","7.2","3.2","0.2","1.7","",".",".","",".","",".","",".","0.2",".","."
"Undergraduates","","804","3.204","31.1","20.9","24.0","11.9","7.0","3.2","0.6","1.1","",".",".","",".","",".","",".","0.1",".","."
"Special","","33","3.339","27.3","21.2","39.4",".","6.1",".",".","6.1","",".",".","",".","",".","",".",".",".","."
"Graduate","","383","3.742","60.3","25.8","11.7",".",".",".",".","1.0","",".",".","",".","",".","",".",".",".","1.0"
"Prof Yr 2","","2","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","12","3.875","83.3","8.3","8.3",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","14","3.893","85.7","7.1","7.1",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1234","3.379","40.7","22.3","20.4","7.8","4.7","2.1","0.4","1.2","",".",".","",".","",".","",".","0.1",".","0.3"
