"PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","",""
"","160
001","149","3.046","18.1","12.8","35.6","8.1","11.4","2.7",".","10.1",".",".",".",".",".","1.3",".","."
"","002
160","46","2.929","17.4","17.4","28.3","8.7","13.0","4.3","2.2","8.7",".",".",".",".",".",".",".","."
"Hum Sexuality-Soc,Psych Iss","Course Total","195","3.023","17.9","13.8","33.8","8.2","11.8","3.1","0.5","9.7",".",".",".",".",".","1.0",".","."
"","001
202","264","2.636","15.2","18.9","11.7","15.2","25.4","9.8","2.7","0.8",".",".",".",".",".","0.4",".","."
"","202
002","354","2.709","18.1","17.2","11.3","15.8","27.7","7.9","1.4","0.3",".",".",".",".",".","0.3",".","."
"","202
003","322","2.578","13.7","16.5","11.2","16.5","28.9","11.5","1.2",".",".",".",".",".",".","0.6",".","."
"","202
004","368","2.646","15.8","16.8","12.2","15.8","29.1","7.6","2.4","0.3",".",".",".",".",".",".",".","."
"Introduction to Psychology","Course Total","1308","2.644","15.7","17.3","11.6","15.8","27.9","9.1","1.9","0.3",".",".",".",".",".","0.3",".","."
"","210
001","63","2.730","15.9","11.1","25.4","17.5","22.2","6.3","1.6",".",".",".",".",".",".",".",".","."
"","002
210","56","2.714","17.9","12.5","28.6","12.5","16.1","7.1","5.4",".",".",".",".",".",".",".",".","."
"","210
003","50","2.490","8.0","8.0","28.0","18.0","26.0","8.0","4.0",".",".",".",".",".",".",".",".","."
"","004
210","64","2.594","17.2","4.7","29.7","10.9","26.6","4.7","6.3",".",".",".",".",".",".",".",".","."
"","210
005","61","2.262","13.1","4.9","23.0","11.5","24.6","9.8","13.1",".",".",".",".",".",".",".",".","."
"","210
006","56","3.250","32.1","19.6","30.4","8.9","7.1",".","1.8",".",".",".",".",".",".",".",".","."
"Psychometric Methods","Course Total","350","2.670","17.4","10.0","27.4","13.1","20.6","6.0","5.4",".",".",".",".",".",".",".",".","."
"","001
225","42","2.798","11.9","11.9","26.2","23.8","26.2",".",".",".",".",".",".",".",".",".",".","."
"","225
002","32","3.094","18.8","12.5","53.1","6.3","6.3","3.1",".",".",".",".",".",".",".",".",".","."
"","225
003","34","2.706","14.7","8.8","26.5","8.8","38.2","2.9",".",".",".",".",".",".",".",".",".","."
"","225
004","40","2.705","22.5","7.5","15.0","15.0","32.5",".","5.0",".",".",".",".",".",".",".",".","2.5"
"","005
225","33","2.909","21.2","9.1","27.3","21.2","18.2","3.0",".",".",".",".",".",".",".",".",".","."
"Experimental Psychology","Course Total","181","2.833","17.7","9.9","28.7","15.5","24.9","1.7","1.1",".",".",".",".",".",".",".",".","0.6"
"Honors Crse-Intro to Psych","281
001","20","3.700","70.0","10.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Honors-Experimental Psych","285
001","20","3.775","60.0","35.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Asian Am Persnalty&Men Hlth","342
001","29","3.074","24.1","17.2","24.1","3.4","24.1",".",".","3.4",".",".",".",".",".","3.4",".","."
"Introduction-Human Factors","349
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","386
001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","386
003","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Psych for Honors","Course Total","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychology of Motivation","001
409","160","3.079","20.6","18.8","29.4","18.1","10.6","1.3",".","1.3",".",".",".",".",".",".",".","."
"","411
006","26","3.385","23.1","46.2","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"","007
411","24","3.750","58.3","33.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
012","26","3.096","23.1","11.5","46.2","7.7","7.7","3.8",".",".",".",".",".",".",".",".",".","."
"","411
015","22","3.659","50.0","31.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
017","23","3.304","30.4","21.7","30.4","13.0","4.3",".",".",".",".",".",".",".",".",".",".","."
"","411
021","23","3.913","82.6","17.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
022","28","3.500","60.7","21.4","10.7",".",".",".","7.1",".",".",".",".",".",".",".",".","."
"","411
023","16","3.438","37.5","18.8","37.5","6.3",".",".",".",".",".",".",".",".",".",".",".","."
"","411
024","29","3.379","41.4","27.6","13.8","13.8",".",".","3.4",".",".",".",".",".",".",".",".","."
"","411
201","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Current Topics - Psychology","Course Total","218","3.485","45.4","25.7","19.3","6.4","1.4","0.5","1.4",".",".",".",".",".",".",".",".","."
"Cognitive Psychology","414
001","86","3.064","31.4","7.0","32.6","10.5","16.3",".","2.3",".",".",".",".",".",".",".",".","."
"Human Info Processing","419
001","19","2.947","26.3","5.3","21.1","26.3","21.1",".",".",".",".",".",".",".",".",".",".","."
"Animal Behavior-Primates","450
001","328","3.251","26.2","29.6","22.3","9.1","9.8","0.6","0.3","2.1",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 274 of 375",""
