"INTERDIS COURSES (L & S)","Section","#","Ave","A","","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","",""
"Ways of Knowing Biology","151
001","48","","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"INTER-LS
502","Dept. Total","48","","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Sophomore","","33","","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Junior","","3","","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Senior","","1","","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Undergraduates","","48","","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","Dept. Total","48","","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
