"EGR","","","","","","","","","","","","","","","","","","","","","","",""
"NUCLEAR ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","","","",""
"N E
684","Dept. Total","130","3.487","47.7","14.6","16.2","6.2","3.8","",".","1.5","4.6","",".",".","",".","5.4","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","3","3.200","33.3",".","66.7",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","3","3.111","33.3",".","66.7",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","11","3.833","90.9",".","9.1",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","40","3.008","25.0","22.5","20.0","15.0","12.5","",".","5.0",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","57","3.118","38.6","15.8","22.8","10.5","8.8","",".","3.5",".","",".",".","",".",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","73","3.764","53.4","13.7","11.0","2.7",".","",".",".","9.6","",".",".","",".","9.6","",".",".",".","."
"","Dept. Total","131","3.487","47.3","14.5","16.0","6.1","3.8","",".","1.5","5.3","",".",".","",".","5.3","",".",".",".","."
