"Third Yr Cen Asian Lang II","432
001","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Prosmr:Rise-Cen Asian Natns","540
001","","2","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Dir Study-Cen Asian Studies","599
002","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar in Turkic Philology","950
001","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"CEN ASIA
218","Dept. Total","","23","3.855","60.9","26.1","",".",".","",".","",".","",".","8.7","",".",".","",".","",".","",".",".",".","4.3"
"Summary by Level","","#","","Ave","A","AB","B","","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"218
CEN ASIA","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","6","3.763","50.0","50.0","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","6","3.824","66.7","33.3","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","12","3.792","58.3","41.7","",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","11","3.942","63.6","9.1","",".",".","",".","",".","",".","18.2","",".",".","",".","",".","",".",".",".","9.1"
"","Dept. Total","","23","3.855","60.9","26.1","",".",".","",".","",".","",".","8.7","",".",".","",".","",".","",".",".",".","4.3"
