"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"EDU","College Total","11862","3.659","52.4","18.6","11.1","2.7","2.3","0.4","0.3","6.3","0.1","4.8",".","0.4","",".","0.3","0.0","0.3"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"EDU","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","693","3.244","29.6","27.6","22.8","5.8","7.2","1.6","0.7","3.9",".",".",".",".","",".","0.6",".","0.3"
"Sophomore","","1404","3.450","42.1","24.9","16.9","5.1","4.9","0.4","0.6","4.9",".",".",".",".","",".","0.1",".","0.1"
"Junior","","1877","3.547","46.6","20.7","14.5","3.9","2.8","0.9","0.5","6.2","0.2","3.0",".",".","",".","0.5",".","0.2"
"Senior","","4745","3.647","48.1","20.0","11.4","2.6","1.9","0.3","0.2","5.5","0.1","9.8",".",".","",".","0.2",".","0.1"
"Undergraduates","","8719","3.565","45.3","21.5","13.8","3.5","3.0","0.5","0.4","5.5","0.1","6.0",".",".","",".","0.3",".","0.1"
"Special","","560","3.805","57.3","12.7","6.1","0.7","1.6",".","0.2","12.0","0.4","6.6",".",".","",".","0.9","0.7","0.9"
"Graduate","","2559","3.911","75.8","9.7","2.7","0.3","0.2",".","0.0","7.8","0.2","0.5",".","2.0","",".","0.1","0.0","0.7"
"Prof Yr 1","","5","3.875","60.0","20.0",".",".",".",".",".","20.0",".",".",".",".","",".",".",".","."
"Prof Yr 2","","9","3.875","11.1","11.1",".",".",".",".",".","77.8",".",".",".",".","",".",".",".","."
"Prof Yr 3","","10","3.318","10.0","40.0","50.0",".",".",".",".",".",".",".",".",".","",".",".",".","."
"Professionals","","24","3.553","20.8","25.0","20.8",".",".",".",".","33.3",".",".",".",".","",".",".",".","."
"","College Total","11862","3.659","52.4","18.6","11.1","2.7","2.3","0.4","0.3","6.3","0.1","4.8",".","0.4","",".","0.3","0.0","0.3"
