"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","33","2.833","24.2","3.0","39.4",".","27.3","3.0","3.0",".",".",".",".",".",".",".",".","."
"","100
002","34","2.132","8.8","2.9","20.6",".","44.1","17.6","5.9",".",".",".",".",".",".",".",".","."
"","100
003","31","2.710","19.4","3.2","32.3","3.2","35.5","6.5",".",".",".",".",".",".",".",".",".","."
"","100
004","25","2.540","20.0",".","20.0","4.0","48.0","8.0",".",".",".",".",".",".",".",".",".","."
"","005
100","33","2.727","18.2","9.1","24.2","9.1","36.4",".","3.0",".",".",".",".",".",".",".",".","."
"","006
100","24","2.958","33.3","8.3","20.8",".","33.3","4.2",".",".",".",".",".",".",".",".",".","."
"","007
100","33","2.758","24.2",".","27.3","6.1","39.4","3.0",".",".",".",".",".",".",".",".",".","."
"","100
008","25","2.640","16.0","4.0","36.0","4.0","28.0","12.0",".",".",".",".",".",".",".",".",".","."
"","100
009","25","2.660","16.0","4.0","36.0",".","36.0","8.0",".",".",".",".",".",".",".",".",".","."
"","100
010","27","2.574","11.1","3.7","37.0","7.4","33.3","3.7","3.7",".",".",".",".",".",".",".",".","."
"","011
100","37","2.905","24.3","5.4","29.7","8.1","32.4",".",".",".",".",".",".",".",".",".",".","."
"","100
012","26","3.000","34.6","7.7","23.1",".","30.8","3.8",".",".",".",".",".",".",".",".",".","."
"","013
100","33","2.879","15.2","9.1","39.4","9.1","27.3",".",".",".",".",".",".",".",".",".",".","."
"","014
100","37","2.554","16.2","8.1","13.5","21.6","29.7","8.1","2.7",".",".",".",".",".",".",".",".","."
"Introductory Accounting","Course Total","423","2.701","19.9","5.0","28.4","5.7","34.3","5.4","1.4",".",".",".",".",".",".",".",".","."
"","211
001","41","2.732","14.6","7.3","26.8","17.1","31.7","2.4",".",".",".",".",".",".",".",".",".","."
"","211
002","45","3.011","26.7","13.3","28.9","6.7","20.0","4.4",".",".",".",".",".",".",".",".",".","."
"","003
211","39","2.808","10.3","7.7","43.6","10.3","28.2",".",".",".",".",".",".",".",".",".",".","."
"","004
211","45","2.878","8.9","13.3","46.7","11.1","17.8","2.2",".",".",".",".",".",".",".",".",".","."
"","005
211","26","2.904","19.2","11.5","34.6","7.7","23.1","3.8",".",".",".",".",".",".",".",".",".","."
"","211
006","38","2.892","15.8","7.9","42.1","7.9","21.1","2.6",".",".","2.6",".",".",".",".",".",".","."
"","211
007","39","2.679","5.1",".","56.4","12.8","20.5","5.1",".",".",".",".",".",".",".",".",".","."
"","211
008","45","3.078","24.4","11.1","35.6","13.3","15.6",".",".",".",".",".",".",".",".",".",".","."
"Prin of Managerial Acctg","Course Total","318","2.877","15.7","9.1","39.3","11.0","22.0","2.5",".",".","0.3",".",".",".",".",".",".","."
"","300
001","43","2.813","9.3","25.6","18.6","4.7","32.6","2.3",".","7.0",".",".",".",".",".",".",".","."
"","300
002","41","2.829","17.1","12.2","22.0","9.8","29.3","2.4",".","7.3",".",".",".",".",".",".",".","."
"","300
003","40","2.769","12.5","17.5","27.5","17.5","12.5","7.5","2.5","2.5",".",".",".",".",".",".",".","."
"","300
004","39","2.600","12.8","7.7","23.1","7.7","30.8","5.1","2.6","7.7","2.6",".",".",".",".",".",".","."
"Accounting Principles","Course Total","163","2.757","12.9","16.0","22.7","9.8","26.4","4.3","1.2","6.1","0.6",".",".",".",".",".",".","."
"","001
301","43","2.837","23.3","7.0","32.6","7.0","25.6",".","4.7",".",".",".",".",".",".",".",".","."
"","301
002","45","2.744","20.0","4.4","22.2","20.0","28.9","4.4",".",".",".",".",".",".",".",".",".","."
"","301
003","48","2.844","16.7","14.6","22.9","16.7","27.1","2.1",".",".",".",".",".",".",".",".",".","."
"","004
301","31","2.783","25.8","3.2","22.6","12.9","25.8","3.2","3.2",".",".",".",".",".",".",".","3.2","."
"Intermediate Accounting I","Course Total","167","2.804","21.0","7.8","25.1","14.4","26.9","2.4","1.8",".",".",".",".",".",".",".","0.6","."
"","001
302","27","2.741","22.2","14.8","25.9","7.4","14.8","7.4","7.4",".",".",".",".",".",".",".",".","."
"","002
302","30","2.900","26.7","13.3","23.3","6.7","23.3","3.3","3.3",".",".",".",".",".",".",".",".","."
"","302
003","43","3.116","25.6","25.6","27.9","7.0","9.3",".","4.7",".",".",".",".",".",".",".",".","."
"Intermediate Accounting II","Course Total","100","2.950","25.0","19.0","26.0","7.0","15.0","3.0","5.0",".",".",".",".",".",".",".",".","."
"Governmental Accounting","304
001","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","310
001","27","3.278","22.2","22.2","48.1","3.7","3.7",".",".",".",".",".",".",".",".",".",".","."
"","002
310","43","3.279","23.3","20.9","46.5","7.0","2.3",".",".",".",".",".",".",".",".",".",".","."
"","310
003","33","3.439","39.4","21.2","33.3",".","6.1",".",".",".",".",".",".",".",".",".",".","."
"Managerial Cost Accounting","Course Total","103","3.330","28.2","21.4","42.7","3.9","3.9",".",".",".",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","18","3.194","11.1","33.3","38.9","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"","340
001","46","3.043","10.9","8.7","67.4","4.3","8.7",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 53 of 375"
