"Neuroscience","731
001","158","3.866","86.1","1.9","10.1","0.6","0.6",".","",".",".",".","",".",".","",".","",".","",".",".","0.6"
"Clin Medicine & Practice I","801
001","140","3.957","95.7",".","4.3",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"Generalist Partners Prgm II","804
001","146","3.945","94.5",".","5.5",".",".",".","",".",".",".","",".",".","",".","",".","",".",".","."
"MED SC-M
622","Dept. Total","1540","3.716","66.1","0.2","21.9","0.1","1.9","",".","0.1","9.6","",".",".","",".","",".","",".",".",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"622
MED SC-M","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","3","3.382","66.7",".",".","33.3",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","3","3.382","66.7",".",".","33.3",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","4","2.625",".",".","50.0",".",".","",".","25.0",".","",".",".","",".","",".","",".",".",".","25.0"
"Graduate","","15","3.672","60.0","20.0","20.0",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","276","3.936","94.2",".","5.8",".",".","",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","1228","3.621","60.7",".","25.4",".","2.3","",".","0.1","11.5","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","12","2.833","8.3",".","33.3",".","16.7","",".",".","41.7","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","2","",".",".",".",".",".","",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","1518","3.722","66.3",".","21.9",".","2.0","",".","0.1","9.7","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1540","3.716","66.1","0.2","21.9","0.1","1.9","",".","0.1","9.6","",".",".","",".","",".","",".",".",".","0.1"
