"Lit in Transl-Henrik Ibsen","335
001","11","3.641","27.3","72.7",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".","."
"In Trans:Topics-Italian Lit","410
001","3","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Polish Lit(Tran) since 1863","473
001","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"LITTRANS
551","Dept. Total","544","3.288","23.9","30.5","31.1","9.6","3.3","0.9","0.2","0.4","",".",".","",".","",".","",".","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","113","3.216","18.6","27.4","36.3","15.0","2.7",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","166","3.237","15.1","32.5","38.6","10.8","1.8","0.6",".",".","",".",".","",".","",".","",".","0.6",".","."
"Junior","","111","3.300","25.2","35.1","27.0","6.3","3.6","1.8","0.9",".","",".",".","",".","",".","",".",".",".","."
"Senior","","149","3.386","35.6","26.8","22.8","6.7","5.4","1.3",".","1.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","539","3.283","23.6","30.4","31.4","9.6","3.3","0.9","0.2","0.4","",".",".","",".","",".","",".","0.2",".","."
"Special","","5","3.800","60.0","40.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","544","3.288","23.9","30.5","31.1","9.6","3.3","0.9","0.2","0.4","",".",".","",".","",".","",".","0.2",".","."
