"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","854
001","35","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
002","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
003","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
004","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
007","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Program","Course Total","93","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Collctv Bargang-Arbtrn Proc","858
001","12","3.625","41.7","41.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Criminal Procedure","860
001","20","3.605","50.0","20.0","20.0","5.0",".",".",".","5.0",".",".",".",".",".",".",".","."
"Institutionalized Persons","862
001","42","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Litigation in Criminl Cases","001
863","31","3.473","45.2","19.4","29.0",".","3.2","3.2",".",".",".",".",".",".",".",".",".","."
"Wis Environmntl Law Journal","894
001","21","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","49","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Womens Law Journal","896
001","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","60","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Juvenile Justice Adm","902
001","14","3.365","35.7","35.7","21.4",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","904
001","13","3.833","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law, Sci & Biotechnolgy Smr","906
001","8","3.375","25.0","37.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Securities Regulation","914
001","20","3.684","50.0","30.0","15.0",".",".",".",".","5.0",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","915
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Health Law & Admin Seminar","935
001","24","3.604","50.0","20.8","29.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law of European Community","938
001","8","3.857","62.5","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","12.5"
"","940
001","30","3.633","50.0","26.7","23.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
003","47","3.766","61.7","29.8","8.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
940","12","3.500","33.3","16.7","33.3",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"","940
006","17","3.719","64.7","5.9","23.5",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","940
007","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
008","14","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
009","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
940","29","3.661","55.2","17.2","24.1",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"","940
011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
014","13","3.538","53.8",".","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
015","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
016","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
017","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
018","6","3.800","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7"
"","940
019","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
020","12","3.542","41.7","33.3","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"","940
021","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
022","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Law & Contemporary Problems","Course Total","265","3.761","63.8","20.0","14.0","0.4",".",".",".","1.5",".",".",".",".",".",".",".","0.4"
