"ALS","","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","370","2.981","25.9","16.8","27.3","11.4","10.5","3.0","3.2","0.3","",".",".","",".","1.6","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","2.407","11.1","14.8","14.8","14.8","25.9","11.1","7.4",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","35","2.745","11.4","17.1","25.7","25.7","11.4","5.7","2.9",".","",".",".","",".",".","",".",".",".","."
"Junior","","67","2.745","10.4","16.4","35.8","17.9","11.9",".","7.5",".","",".",".","",".",".","",".",".",".","."
"Senior","","189","3.035","24.9","18.5","31.7","9.0","10.6","3.2","2.1",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","318","2.891","19.2","17.6","30.5","13.2","12.3","3.5","3.8",".","",".",".","",".",".","",".",".",".","."
"Special","","7","3.833","71.4","28.6",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","45","3.835","66.7","8.9","8.9",".",".",".",".","2.2","",".",".","",".","13.3","",".",".",".","."
"","Dept. Total","370","2.981","25.9","16.8","27.3","11.4","10.5","3.0","3.2","0.3","",".",".","",".","1.6","",".",".",".","."
