"","775
021","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","775
022","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","775
201","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Externship","Course Total","38","4.000","13.2",".",".",".",".",".","",".","86.8","",".",".","",".","",".","",".",".",".","."
"SURG SCI
938","Dept. Total","905","3.430","40.2","11.8","12.2","3.0","4.3","0.4","",".","28.1","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"938
SURG SCI","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","2","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","43","4.000","16.3",".",".",".",".",".","",".","83.7","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","154","3.767","51.3","11.7","9.7","2.6","2.6",".","",".","22.1","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","384","3.094","21.1","23.2","24.7","6.0","9.1","0.5","",".","15.4","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","320","3.973","60.3",".",".",".",".","0.6","",".","39.1","",".",".","",".","",".","",".",".",".","."
"Professionals","","901","3.427","40.0","11.9","12.2","3.0","4.3","0.4","",".","28.2","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","905","3.430","40.2","11.8","12.2","3.0","4.3","0.4","",".","28.1","",".",".","",".","",".","",".",".",".","."
