"","999
026","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
027","6","4.000","100.0",".",".",".",".",".","",".",".",".","",".",".","",".",".","",".",".","."
"","999
028","4","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Reading","Course Total","12","4.000","100.0",".",".",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"COUN PSY
270","Dept. Total","542","3.968","90.0","4.4","0.9",".","0.2","",".","0.2","2.0","",".",".","",".","1.1","",".","0.9",".","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","51","3.790","80.4","9.8","3.9",".","2.0","",".","2.0",".","",".",".","",".",".","",".",".",".","2.0"
"Sophomore","","32","3.969","96.9",".","3.1",".",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","47","3.987","91.5","2.1",".",".",".","",".",".",".","",".",".","",".",".","",".","6.4",".","."
"Senior","","107","3.934","85.0","11.2","0.9",".",".","",".",".","1.9","",".",".","",".",".","",".","0.9",".","."
"Undergraduates","","237","3.934","86.9","7.6","1.7",".","0.4","",".","0.4","0.8","",".",".","",".",".","",".","1.7",".","0.4"
"Special","","38","3.995","92.1","2.6",".",".",".","",".",".","2.6","",".",".","",".",".","",".","2.6",".","."
"Graduate","","267","3.986","92.5","1.9","0.4",".",".","",".",".","3.0","",".",".","",".","2.2","",".",".",".","."
"","Dept. Total","542","3.968","90.0","4.4","0.9",".","0.2","",".","0.2","2.0","",".",".","",".","1.1","",".","0.9",".","0.2"
