"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"692","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"693","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"693","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","052","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"693","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Animal Behavior Problems","Course Total","","6","4.000","83.3",".",".",".",".",".",".",".",".",".",".",".",".",".",".","16.7"
"694","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"694","016","","23","3.931","91.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"694","030","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Developmental Psych","Course Total","","36","3.959","94.4","2.8","2.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","002","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","003","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","006","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","022","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"695","032","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"695","040","","17","3.707","94.1",".",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"695","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","59","3.918","96.6","1.7",".",".",".",".","1.7",".",".",".",".",".",".",".",".","."
"697","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"697","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"697","015","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"697","016","","8","3.804","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","017","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","023","","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","038","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"697","040","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","042","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","057","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Problems in Human Behavior","Course Total","","95","3.954","92.6","4.2","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 276 of 375",""
