"","990
035","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
051","","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","",""
"Independent Reading","999
009","","1","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"IND REL
492","Dept. Total","","89","3.581","42.7","24.7","18.0","2.2","1.1","",".","",".","10.1","",".",".","",".","",".","",".",".",".","1.1"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"492
IND REL","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","2.750",".",".","50.0","50.0",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","10","3.017",".","30.0","50.0",".","10.0","",".","",".","10.0","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","13","3.060","7.7","23.1","46.2","7.7","7.7","",".","",".","7.7","",".",".","",".","",".","",".",".",".","."
"Special","","","2","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","73","3.677","46.6","26.0","13.7","1.4",".","",".","",".","11.0","",".",".","",".","",".","",".",".",".","1.4"
"Prof Yr 3","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","89","3.581","42.7","24.7","18.0","2.2","1.1","",".","",".","10.1","",".",".","",".","",".","",".",".",".","1.1"
