"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"POLITICAL SCIENCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"778
POLI SCI","","","","","","","","","","","","","","","","","","","",""
"Intro to Political Analysis","101","001","35","2.929","8.6","37.1","20.0","17.1","8.6","8.6",".",".",".",".",".",".",".",".",".","."
"","104","001","301","3.088","13.6","31.2","32.2","11.6","8.6","2.0","0.7",".",".",".",".",".",".",".",".","."
"","104","002","237","2.825","9.7","16.0","35.4","19.0","14.8","4.2","0.8",".",".",".",".",".",".",".",".","."
"Intro-Amer Politcs&Governmt","","Course Total","538","2.972","11.9","24.5","33.6","14.9","11.3","3.0","0.7",".",".",".",".",".",".",".",".","."
"Intro-Comparative Politics","106","001","311","3.135","20.9","24.1","33.1","11.3","8.0","1.9","0.6",".",".",".",".",".",".",".",".","."
"Intro to American Politics","182","001","22","3.659","36.4","59.1","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","199","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","199","014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","4","***","","","","","","","","","","","","","","","",""
"","201","001","18","3.500","44.4","22.2","27.8",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","201","040","9","3.667","33.3","66.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics in Poli Sci","","Course Total","27","3.556","40.7","37.0","18.5",".","3.7",".",".",".",".",".",".",".",".",".",".","."
"","209","001","120","3.079","12.5","18.3","49.2","14.2","5.0","0.8",".",".",".",".",".",".",".",".",".","."
"","209","092","34","3.000","8.8","17.6","44.1","23.5","5.9",".",".",".",".",".",".",".",".",".",".","."
"Intro to Political Theory","","Course Total","154","3.062","11.7","18.2","48.1","16.2","5.2","0.6",".",".",".",".",".",".",".",".",".","."
"Comparative Public Policy","220","001","36","2.871","8.3","5.6","44.4","30.6","8.3",".",".","2.8",".",".",".",".",".",".",".","."
"Intro to East Asian Civ","222","001","23","2.614","8.7",".","34.8","30.4","17.4",".","4.3","4.3",".",".",".",".",".",".",".","."
"SE Asia:Vietnam to Philipns","244","001","13","3.500","23.1","61.5","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"Russia: An Interdis Survey","253","001","31","3.224","29.0","12.9","35.5","9.7","3.2","3.2",".",".",".",".",".",".",".","3.2",".","3.2"
"Latin America-Introduction","260","001","29","3.429","48.3","20.7","3.4","13.8","10.3",".",".","3.4",".",".",".",".",".",".",".","."
"Intro to Political Psych","267","001","40","3.000","12.5","20.0","45.0","15.0",".",".","5.0","2.5",".",".",".",".",".",".",".","."
"","275","001","139","2.745","11.5","19.4","20.1","23.0","18.7","5.0","2.2",".",".",".",".",".",".",".",".","."
"","275","092","29","2.983","17.2","24.1","27.6","20.7","3.4","3.4","3.4",".",".",".",".",".",".",".",".","."
"Intro-Internatl Relations","","Course Total","168","2.786","12.5","20.2","21.4","22.6","16.1","4.8","2.4",".",".",".",".",".",".",".",".","."
"Africa: Introductory Survey","277","001","19","3.658","47.4","36.8","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intl Institutns&World Order","337","001","82","3.167","9.8","41.5","32.9","11.0","1.2",".","2.4",".",".",".",".",".",".",".","1.2","."
"China in World Politics","346","001","30","3.353","16.7","40.0","40.0","3.3",".",".",".",".",".",".",".",".",".",".",".","."
"Third Wrld in Internatl Sys","353","001","19","3.368","31.6","26.3","26.3","15.8",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Amer Foreign Policy","359","001","65","3.246","13.8","36.9","36.9","9.2","3.1",".",".",".",".",".",".",".",".",".",".","."
"African Intl Relations","362","001","23","3.022","26.1","13.0","26.1","17.4","13.0","4.3",".",".",".",".",".",".",".",".",".","."
"International Relations","375","001","166","3.201","33.7","22.9","19.3","6.0","11.4","5.4",".","1.2",".",".",".",".",".",".",".","."
"","401","001","23","3.195","17.4","21.7","43.5","8.7","4.3",".",".",".",".",".",".",".",".","4.3",".","."
"","401","201","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","220","18","3.336","5.6","66.7","16.7","11.1",".",".",".",".",".",".",".",".",".",".",".","."
"Selected Topics-Poli Sci","","Course Total","44","3.213","13.6","38.6","31.8","9.1","2.3","2.3",".",".",".",".",".",".",".","2.3",".","."
"Amer Politics & Government","404","001","106","2.897","14.2","15.1","31.1","19.8","15.1","1.9","0.9","0.9",".",".",".",".",".","0.9",".","."
"The American Presidency","408","001","77","2.961","15.6","23.4","23.4","23.4","9.1","1.3","2.6","1.3",".",".",".",".",".",".",".","."
"American Judicial System","417","001","89","3.097","10.1","29.2","38.2","16.9","3.4",".","1.1","1.1",".",".",".",".",".",".",".","."
"Amer Parties & Politics","424","001","56","2.919","16.1","16.1","17.9","32.1","12.5","1.8",".","3.6",".",".",".",".",".",".",".","."
"Legislative Internship","427","001","17","3.563","35.3","35.3","23.5",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"Ethnic Politics in America","430","001","58","2.897","10.3","17.2","34.5","20.7","15.5","1.7",".",".",".",".",".",".",".",".",".","."
"Business&Government in U.S.","441","001","54","2.915","11.1","22.2","27.8","16.7","18.5","1.9",".","1.9",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 269 of 375",""
