"L&S","","","","","","","","","","","","","","","","","","","","",""
"AFRICAN LANGUAGES & LITERA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","",""
"AFRICAN
Dept. Total
104","675","3.109","25.9","21.8","23.9","11.3","9.2","3.4","2.2","1.8","",".",".","",".","0.1","",".","0.3","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","68","2.756","17.6","14.7","25.0","13.2","17.6","2.9","7.4",".","",".",".","",".",".","",".","1.5",".","."
"Sophomore","166","3.113","22.3","24.7","27.7","12.0","7.2","4.2","1.2","0.6","",".",".","",".",".","",".",".",".","."
"Junior","244","3.116","21.7","26.2","26.6","11.1","8.6","2.9","1.6","0.8","",".",".","",".",".","",".","0.4",".","."
"Senior","133","3.008","21.8","18.8","23.3","14.3","12.0","5.3","1.5","3.0","",".",".","",".",".","",".",".",".","."
"Undergraduates","611","3.052","21.4","22.9","26.0","12.3","10.0","3.8","2.1","1.1","",".",".","",".",".","",".","0.3",".","."
"Special","2","2.857","50.0",".",".",".","50.0",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","62","3.689","69.4","11.3","3.2","1.6",".",".","3.2","8.1","",".",".","",".","1.6","",".",".","1.6","."
"Dept. Total","675","3.109","25.9","21.8","23.9","11.3","9.2","3.4","2.2","1.8","",".",".","",".","0.1","",".","0.3","0.1","."
