"","999
052","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","999
064","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"","999
072","1","***","","","","","","","","","",".",".",".",".","",".",".","."
"Independent Reading","Course Total","7","",".",".",".",".",".",".",".","100.0",".",".",".",".","",".",".",".","."
"ENGLISH
350","Dept. Total","4941","3.297","27.4","27.1","24.8","7.5","3.8","1.0","1.3","1.2",".","5.0","0.2","0.3","",".","0.2",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","","",""
"","","1","",".",".",".",".",".",".",".",".",".","100.0",".",".","",".",".",".","."
"Freshmen","","1138","3.211","18.6","32.4","29.9","10.9","4.0","0.8","1.1",".",".","2.0","0.1",".","",".","0.2",".","."
"Sophomore","","1178","3.299","25.6","30.1","30.4","6.8","2.9","0.6","1.3",".",".","2.1","0.1",".","",".","0.2",".","."
"Junior","","966","3.240","28.3","25.7","26.5","8.2","5.1","1.4","1.9",".",".","2.1","0.2",".","",".","0.4",".","0.3"
"Senior","","1006","3.258","30.4","26.1","22.7","8.4","5.9","1.8","1.6","1.0",".","1.5",".","0.1","",".","0.3",".","0.2"
"Undergraduates","","4288","3.253","25.5","28.8","27.6","8.6","4.4","1.1","1.4","0.2",".","1.9","0.1","0.0","",".","0.3",".","0.1"
"Special","","159","3.677","28.3","13.8","6.3",".",".",".","0.6","3.1",".","44.0","2.5",".","",".","0.6",".","0.6"
"Graduate","","493","3.772","44.2","17.2","6.7","0.2",".",".",".","9.1",".","18.9","0.6","3.0","",".",".",".","."
"","Dept. Total","4941","3.297","27.4","27.1","24.8","7.5","3.8","1.0","1.3","1.2",".","5.0","0.2","0.3","",".","0.2",".","0.1"
