"TERM : 0974","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 1996-97","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (SOHE)","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","",""
"","793
001
14","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"","793
002
6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".   
.   
."
"Research Methods","Course Total
20","3.675","50.0","35.0","15.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"INTER-HE
498","20
Dept. Total","3.675","50.0","35.0","15.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","",""
"Senior","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Graduate","19","3.711","52.6","36.8","10.5",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
20","3.675","50.0","35.0","15.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"March 29, 2013","","","","","","","","","","","","","","","","Page 148 of 375"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
