"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Manufacturing Processes","Course Total","103","3.146","10.7","35.9","32.0","18.4","1.9",".","1.0",".",".",".",".",".",".",".",".","."
"","314
001","33","3.182","12.1","39.4","27.3","15.2","6.1",".",".",".",".",".",".",".",".",".",".","."
"","002
314","31","3.226","12.9","38.7","32.3","12.9","3.2",".",".",".",".",".",".",".",".",".",".","."
"","314
003","18","3.056","16.7","27.8","11.1","38.9","5.6",".",".",".",".",".",".",".",".",".",".","."
"Intro-Competitv Manufactrng","Course Total","82","3.171","13.4","36.6","25.6","19.5","4.9",".",".",".",".",".",".",".",".",".",".","."
"Intro to Dynamic Systems","340
001","75","2.720","10.7","12.0","26.7","28.0","16.0","5.3","1.3",".",".",".",".",".",".",".",".","."
"Design of Machine Elements","342
001","67","2.649","9.0","13.4","47.8","6.0","6.0","11.9","6.0",".",".",".",".",".",".",".",".","."
"","349
001","22","3.114","18.2","18.2","31.8","31.8",".",".",".",".",".",".",".",".",".",".",".","."
"","349
002","24","3.458","16.7","62.5","16.7","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","349
003","22","2.909",".","9.1","63.6","27.3",".",".",".",".",".",".",".",".",".",".",".","."
"","349
004","23","2.870",".","4.3","73.9","13.0","8.7",".",".",".",".",".",".",".",".",".",".","."
"Engineering Design Projects","Course Total","91","3.093","8.8","24.2","46.2","18.7","2.2",".",".",".",".",".",".",".",".",".",".","."
"Advanced Graphic Analysis","350
001","21","3.619","52.4","28.6","14.3",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","361
001","20","2.525","15.0","5.0","15.0","10.0","50.0","5.0",".",".",".",".",".",".",".",".",".","."
"","361
002","25","2.360","8.0","12.0","24.0","12.0","28.0","4.0","12.0",".",".",".",".",".",".",".",".","."
"","003
361","23","2.413","17.4","17.4","4.3","13.0","30.4","4.3","13.0",".",".",".",".",".",".",".",".","."
"","361
004","19","2.368","31.6",".","10.5","10.5","15.8","21.1","10.5",".",".",".",".",".",".",".",".","."
"Thermodynamics","Course Total","87","2.414","17.2","9.2","13.8","11.5","31.0","8.0","9.2",".",".",".",".",".",".",".",".","."
"","363
001","26","3.260","23.1","26.9","34.6",".","11.5",".",".",".",".",".",".",".",".",".",".","3.8"
"","002
363","33","3.152","24.2","21.2","27.3","15.2","12.1",".",".",".",".",".",".",".",".",".",".","."
"","003
363","30","2.433","3.3","3.3","36.7","23.3","20.0","10.0","3.3",".",".",".",".",".",".",".",".","."
"Fluid Dynamics","Course Total","89","2.938","16.9","16.9","32.6","13.5","14.6","3.4","1.1",".",".",".",".",".",".",".",".","1.1"
"","364
001","49","2.918","24.5","10.2","20.4","14.3","30.6",".",".",".",".",".",".",".",".",".",".","."
"","002
364","36","2.792","13.9","8.3","33.3","11.1","33.3",".",".",".",".",".",".",".",".",".",".","."
"Elementary Heat Transfer","Course Total","85","2.865","20.0","9.4","25.9","12.9","31.8",".",".",".",".",".",".",".",".",".",".","."
"Engr Measurements Lab","001
368","80","2.969","11.3","18.8","36.3","22.5","10.0","1.3",".",".",".",".",".",".",".",".",".","."
"Energy Systems Laboratory","370
001","86","2.570","7.0","16.3","12.8","23.3","34.9","5.8",".",".",".",".",".",".",".",".",".","."
"Mechanical Dissection","379
001","8","3.500","25.0","37.5",".","12.5",".",".",".","25.0",".",".",".",".",".",".",".","."
"Intro to Polymer Processing","417
001","30","3.400","36.7","33.3","20.0","6.7",".",".","3.3",".",".",".",".",".",".",".",".","."
"","418
001","29","3.483","55.2","10.3","24.1","3.4","3.4","3.4",".",".",".",".",".",".",".",".",".","."
"","418
002","11","3.722","45.5","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","18.2"
"Engr Design with Polymers","Course Total","40","3.539","52.5","15.0","20.0","2.5","2.5","2.5",".",".",".",".",".",".",".",".",".","5.0"
"Stat Expermntl Design-Engrs","424
001","17","3.529","35.3","35.3","29.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergrad Rheology Seminar","425
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Weld Proc&Matrl Selectn","437
001","48","3.510","37.5","31.3","27.1","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","447
001","26","3.423","38.5","26.9","19.2","11.5","3.8",".",".",".",".",".",".",".",".",".",".","."
"","447
002","9","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Comptr Cntrl-Machns&Process","Course Total","35","3.457","40.0","25.7","22.9","8.6","2.9",".",".",".",".",".",".",".",".",".",".","."
"Design&Dynamics of Vehicles","450
001","20","2.763","15.0","15.0","15.0","20.0","25.0","5.0",".","5.0",".",".",".",".",".",".",".","."
"Adv Mechanics of Machinery","452
001","8","3.750","62.5","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Computer Graphics","458
001","12","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Welding Metallurgy","462
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Air Pollutn-Measure&Control","466
001","6","3.167","16.7","16.7","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 132 of 375",""
