"","990
042","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
060","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
061","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
065","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","25","3.952","68.0",".","4.0",".",".",".",".","16.0","",".",".","",".","12.0","",".",".",".","."
"AN SCI
604","Dept. Total","389","3.140","34.2","15.7","20.1","14.1","9.5","2.6","0.8","1.8","",".",".","",".","0.8","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"604
AN SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","42","2.548","11.9","11.9","14.3","31.0","16.7","11.9","2.4",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","68","3.069","22.1","20.6","27.9","17.6","7.4","2.9","1.5",".","",".",".","",".",".","",".",".",".","."
"Junior","","86","3.024","26.7","16.3","24.4","14.0","16.3","2.3",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","124","3.239","41.9","15.3","18.5","14.5","7.3","0.8","0.8","0.8","",".",".","",".",".","",".",".",".","."
"Undergraduates","","320","3.050","29.7","16.3","21.6","17.2","10.9","3.1","0.9","0.3","",".",".","",".",".","",".",".",".","."
"Special","","12","3.484","33.3","33.3","8.3",".","8.3",".",".","8.3","",".",".","",".",".","",".",".","8.3","."
"Graduate","","65","3.797","52.3","7.7","12.3",".","1.5",".",".","20.0","",".",".","",".","4.6","",".",".","1.5","."
"","Dept. Total","397","3.140","33.5","15.4","19.6","13.9","9.3","2.5","0.8","3.8","",".",".","",".","0.8","",".",".","0.5","."
