"","990
015","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
016","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
017","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Research and Thesis","Course Total","10","4.000","20.0",".",".",".",".",".",".","80.0","",".",".","",".","",".","",".",".",".","."
"ASTRON
188","Dept. Total","306","2.844","16.0","18.6","19.9","15.4","15.0","4.9","1.6","8.2","",".",".","",".","",".","",".","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","109","2.757","8.3","21.1","25.7","22.0","15.6","5.5","1.8",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","86","2.869","16.3","22.1","16.3","19.8","17.4","4.7","1.2","1.2","",".",".","",".","",".","",".","1.2",".","."
"Junior","","29","2.658","24.1","6.9","17.2","10.3","27.6","10.3","3.4",".","",".",".","",".","",".","",".",".",".","."
"Senior","","42","2.880","14.3","23.8","26.2","7.1","14.3","4.8","2.4","7.1","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","266","2.800","13.5","20.3","21.8","17.7","17.3","5.6","1.9","1.5","",".",".","",".","",".","",".","0.4",".","."
"Special","","2","",".",".",".",".",".",".",".","100.0","",".",".","",".","",".","",".",".",".","."
"Graduate","","39","3.745","33.3","7.7","7.7",".",".",".",".","51.3","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","307","2.844","16.0","18.6","19.9","15.3","15.0","4.9","1.6","8.5","",".",".","",".","",".","",".","0.3",".","."
