"BIOMOLECULAR CHEMISTRY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"758
BMOLCHEM","","","","","","","","","","","","","","","","","","","",""
"119
The Brain Demystified","001","","35","3.563","28.6","45.7","17.1",".",".",".",".","5.7",".",".",".",".",".",".","2.9","."
"503
Human Biochemistry","001","","115","3.090","32.2","11.3","27.0","6.1","14.8","4.3","0.9","3.5",".",".",".",".",".",".",".","."
"504
Human Biochemistry Lab","001","","64","3.211","32.8","15.6","31.3","7.8","10.9",".","1.6",".",".",".",".",".",".",".",".","."
"675
Adv/Spec Topics:Biomol Chem","001","","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","021","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Research Problems","Course Total","","7","3.967","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"900","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"900","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"900","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"900","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"900","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"900","021","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"900","023","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"900","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"900","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Biomoleclr Chem Journl Club","Course Total","","17","4.000","94.1",".",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"901
Biomolecular Chem Seminar","001","","24","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","021","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","022","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","023","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","024","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Biomoleclr Chem & Rsrch","Course Total","","42","3.961","69.0","2.4",".",".",".",".",".","26.2",".",".",".","2.4",".",".",".","."
