"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"EGR","College Total","9809","3.240","36.2","19.6","18.9","8.8","8.3","2.1","1.1","3.6","0.1","0.1",".","0.9","",".","0.1","0.0","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","","NW","NR","Other"
"EGR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","344","2.898","23.3","27.0","19.5","11.3","7.3","4.1","5.2","2.0",".",".",".",".","",".",".",".","0.3"
"Sophomore","","983","2.987","28.5","20.1","23.7","12.2","8.3","3.5","2.4","1.1",".",".",".",".","",".","0.1",".","."
"Junior","","1971","2.962","26.5","17.7","24.2","12.8","13.5","3.3","1.6","0.4",".",".",".",".","",".",".",".","0.1"
"Senior","","4102","3.148","31.2","22.5","21.8","10.5","10.2","2.1","0.9","0.4","0.0","0.0",".",".","",".","0.2",".","0.1"
"Undergraduates","","7400","3.069","29.2","21.1","22.6","11.4","10.7","2.7","1.5","0.6","0.0","0.0",".",".","",".","0.1",".","0.1"
"Special","","180","3.592","48.3","21.1","13.9","1.7","2.8",".","0.6","4.4",".",".",".",".","",".",".","0.6","6.7"
"Graduate","","2322","3.801","56.4","14.0","6.8","0.9","0.5","0.1","0.0","13.2","0.2","3.6","0.1","3.7","",".","0.1","0.0","0.2"
"","College Total","9902","3.240","35.9","19.5","18.7","8.8","8.2","2.1","1.1","3.6","0.1","0.9","0.0","0.9","",".","0.1","0.0","0.2"
