"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","",""
"","231","009","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","231","025","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","231","083","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermediate Violin","","Course Total","18","4.000","94.4",".",".",".",".",".",".","5.6",".",".",".",".",".",".",".","."
"Elem/Intermediate Viola","233","004","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","235","111","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Cello","","Course Total","6","3.556","50.0","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Elem/Intmed String Bass","237","066","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intrmed Electric Bass","238","066","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Guitar","240","011","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Accompanying","242","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Composition","248","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Keyboard Sight-Reading","251","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Fundamentals-Percussion","27","001","6","3.583","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Techniques: Organ","303","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Oboe","309","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Techniques: Bassoon","315","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Horn","317","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Techniques: Violin","331","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Techniques: String Bass","337","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Piano Accompanying Lab","342","001","6","3.667","83.3",".",".",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"","348","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","348","050","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","348","087","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Composition","","Course Total","5","***","","","","","","","","","","","","","","","",""
"Fundamentals-Low Strings","36","001","9","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","401","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","401","029","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Piano","","Course Total","12","3.797","66.7","25.0","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Harpsichord","402","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Organ","403","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","006","12","3.929","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","021","7","3.778","71.4",".","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","405","045","10","3.935","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","405","201","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Voice","","Course Total","32","3.893","81.3","12.5","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Flute","407","024","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Oboe","409","059","6","3.882","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Clarinet","411","005","4","***","","","","","","","","","",".",".",".",".",".",".","."
