"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"690","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","028","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"690","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"690","032","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","094","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","026","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","071","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","084","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Reading","Course Total","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"702
Curric Dev-Desk Cmptr Envir","001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"708
The Study of Teaching","001","","14","3.714","50.0","42.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"711
Cultr, Curriculm & Learning","001","","18","3.906","72.2","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1"
"716
Reform&Change-Curric&Instr","001","","17","3.906","76.5","17.6",".",".",".",".",".",".",".",".",".",".",".",".",".","5.9"
"725
Ethnogrphc Mths-Curric&Inst","001","","10","3.900","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"760
Sex-Related Iss-Curric&Inst","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"770
Practicum in Readng-Secndry","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801
Interactv Media&Comp-Curric","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"805
Guidng&Directg-Sch Rdg Prog","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"811
Instruction of Mathematics","001","","10","3.833","70.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","10.0"
"830
Theory & Dsgn of the Curric","001","","20","3.775","55.0","45.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"840
Fld-School Reading Programs","001","","16","3.469","37.5","31.3","25.0",".","6.3",".",".",".",".",".",".",".",".",".",".","."
"841
Educ Role-Fam-Early Chd Dev","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"844
Culturally Relevnt Pedagogy","001","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"855
Issues-Elementary Education","001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"900
Smr-Educational Technology","001","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".",".",".",".","14.3"
"916","001","","9","3.938","77.8","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1"
"916","002","","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
