"SOCIAL WORK","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"Directed Study","Course Total","","12","3.778","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"742
Assess&Treat Chld&Adolescnt","001","","24","3.500","29.2","41.7","20.8","4.2",".",".",".","4.2",".",".",".",".",".",".",".","."
"746
Intrdis Care-Chron Ill Chld","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"800","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"800","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"800","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"800","070","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Prac/Integrat Smr III","Course Total","","5","***","","","","","","","","","","","","","","","",""
"801","004","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","005","","11","3.956","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","008","","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","009","","14","3.838","85.7","7.1",".",".","7.1",".",".",".",".",".",".",".",".",".",".","."
"801","010","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"801","013","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"801","027","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"801","037","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"801","039","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"801","050","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"801","070","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"801","072","","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Pract/Integrat Smr IV","Course Total","","102","3.939","90.2","8.8",".",".","1.0",".",".",".",".",".",".",".",".",".",".","."
"858
Women & Soc Work Practice","001","","20","3.725","80.0","5.0","5.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"863
Soc Work","001","","8","3.313","37.5","25.0","12.5","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"867
Recent Developmnts-Soc Work","001","","22","3.841","68.2","31.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"869
Recent Developmnts-Soc Work","001","","24","3.833","79.2","12.5","4.2","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"870
Mental Illness-Comm Treatmt","001","","14","3.821","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"923
Family Violence","001","","15","3.900","93.3",".",".","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"924
Family Problems & Soc Work","001","","23","3.587","52.2","39.1","4.3",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"934
Problems-Mental Retardation","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"940
Ethicl Behav-Soc Work Pract","001","","21","3.714","42.9","57.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"953
PhD Proseminar","001","","10","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","044","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","Page 285 of 375",""
