"","993
003","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","993
007","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","993
008","2","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Study-Nutrition","Course Total","4","***","","","","","","","","","","","","","","","","","","",""
"NUTR SCI
694","Dept. Total","715","3.023","25.7","16.6","17.9","9.8","20.1","2.1","0.6","3.9","",".","1.7","",".","1.5","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","141","2.663","14.9","14.2","18.4","9.2","36.2","6.4","0.7",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","150","3.026","26.7","16.7","20.0","10.7","25.3","0.7",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","125","2.885","16.8","18.4","24.0","15.2","20.8","1.6","1.6","0.8","",".","0.8","",".",".","",".",".",".","."
"Senior","","196","3.128","26.0","21.4","18.9","10.7","14.3","1.5","0.5","1.0","",".","5.6","",".",".","",".",".",".","."
"Undergraduates","","612","2.942","21.7","18.0","20.1","11.3","23.4","2.5","0.7","0.5","",".","2.0","",".",".","",".",".",".","."
"Special","","4","3.727","75.0",".","25.0",".",".",".",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","99","3.849","48.5","9.1","4.0","1.0","1.0",".",".","25.3","",".",".","",".","11.1","",".",".",".","."
"","Dept. Total","715","3.023","25.7","16.6","17.9","9.8","20.1","2.1","0.6","3.9","",".","1.7","",".","1.5","",".",".",".","."
