"","990
050","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
054","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","990
055","1","***","","","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","35","3.960","88.6","2.9","2.9",".","",".","",".","",".","2.9","",".",".","",".","2.9","",".",".",".","."
"MED PHYS
621","Dept. Total","116","3.798","68.1","15.5","12.9","0.9","",".","",".","",".","0.9","",".",".","",".","1.7","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","5","3.200","20.0","20.0","40.0","20.0","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","5","3.200","20.0","20.0","40.0","20.0","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","107","3.818","69.2","15.9","12.1",".","",".","",".","",".","0.9","",".",".","",".","1.9","",".",".",".","."
"Prof Yr 4","","4","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Professionals","","4","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"","Dept. Total","116","3.798","68.1","15.5","12.9","0.9","",".","",".","",".","0.9","",".",".","",".","1.7","",".",".",".","."
