"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","","","","","",""
"LAW","College Total","3485","3.517","36.2","16.6","21.6","2.2","0.9","1.0","0.1","21.1","",".",".",".","",".","",".",".","0.1","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"LAW","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"","","23","4.000","26.1",".",".",".",".",".",".","73.9","",".",".",".","",".","",".",".",".","."
"Sophomore","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","1","2.000",".",".",".",".","100.0",".",".",".","",".",".",".","",".","",".",".",".","."
"Senior","","3","3.167",".","33.3","66.7",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Undergraduates","","5","3.100","20.0","20.0","40.0",".","20.0",".",".",".","",".",".",".","",".","",".",".",".","."
"Special","","13","3.719","38.5","23.1",".","7.7",".",".",".","15.4","",".",".",".","",".","",".",".","15.4","."
"Graduate","","117","3.538","35.0","24.8","21.4","2.6","0.9",".",".","15.4","",".",".",".","",".","",".",".",".","."
"Prof Yr 1","","1171","3.425","34.8","21.6","33.9","4.2","1.7","1.2","0.3","1.8","",".",".",".","",".","",".",".",".","0.5"
"Prof Yr 2","","1179","3.595","40.3","13.5","15.1","1.6","0.5","1.2","0.1","27.7","",".",".",".","",".","",".",".",".","."
"Prof Yr 3","","976","3.578","33.2","13.8","15.5","0.4","0.4","0.8","0.1","35.8","",".",".",".","",".","",".",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".",".",".","100.0","",".",".",".","",".","",".",".",".","."
"Professionals","","3327","3.513","36.3","16.4","21.8","2.2","0.9","1.1","0.2","21.0","",".",".",".","",".","",".",".",".","0.2"
"","College Total","3485","3.517","36.2","16.6","21.6","2.2","0.9","1.0","0.1","21.1","",".",".",".","",".","",".",".","0.1","0.2"
