"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","222
004","242","2.583","21.1","6.6","24.8","5.0","26.4","11.2","5.0",".",".",".",".",".",".",".",".","."
"","005
222","211","2.876","10.4","25.1","31.3","15.6","8.5","5.2","2.8","0.9",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","689","2.713","16.4","15.1","26.6","10.7","19.0","7.1","4.6","0.3",".",".",".",".",".","0.1",".","."
"","223
001","32","2.906","40.6","9.4","28.1","3.1",".","3.1","15.6",".",".",".",".",".",".",".",".","."
"","002
223","37","2.419","18.9","8.1","18.9","5.4","27.0","13.5","8.1",".",".",".",".",".",".",".",".","."
"","004
223","31","3.000","25.8","9.7","25.8","22.6","12.9","3.2",".",".",".",".",".",".",".",".",".","."
"","223
005","37","2.122","10.8","10.8","16.2","8.1","27.0","8.1","18.9",".",".",".",".",".",".",".",".","."
"","223
006","20","2.900","25.0","30.0","15.0",".","20.0",".","10.0",".",".",".",".",".",".",".",".","."
"","007
223","48","2.885","35.4","4.2","20.8","6.3","25.0","4.2","4.2",".",".",".",".",".",".",".",".","."
"","223
009","34","2.956","23.5","14.7","29.4","5.9","23.5",".","2.9",".",".",".",".",".",".",".",".","."
"","223
010","36","2.764","25.0","5.6","25.0","8.3","27.8","5.6","2.8",".",".",".",".",".",".",".",".","."
"","011
223","140","2.536","15.7","6.4","24.3","17.9","17.1","12.9","4.3","1.4",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry","Course Total","415","2.665","22.4","8.9","23.1","11.1","19.8","7.7","6.5","0.5",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","001
234","24","2.875","25.0","25.0","12.5","8.3","16.7","8.3","4.2",".",".",".",".",".",".",".",".","."
"","272
001","22","2.614","4.5","18.2","22.7","22.7","22.7","9.1",".",".",".",".",".",".",".",".",".","."
"","272
002","33","2.106","3.0","9.1","24.2","6.1","33.3","12.1","12.1",".",".",".",".",".",".",".",".","."
"","003
272","18","2.778","22.2","11.1","27.8","11.1","16.7","5.6","5.6",".",".",".",".",".",".",".",".","."
"","272
004","30","2.650","26.7",".","20.0","10.0","33.3","6.7","3.3",".",".",".",".",".",".",".",".","."
"","272
005","22","2.250","9.1",".","27.3","13.6","31.8","9.1","9.1",".",".",".",".",".",".",".",".","."
"","272
006","20","2.500","10.0","5.0","30.0","15.0","25.0","15.0",".",".",".",".",".",".",".",".",".","."
"","272
007","26","2.365","11.5",".","38.5","3.8","26.9","11.5","7.7",".",".",".",".",".",".",".",".","."
"","272
008","40","2.763","20.0","15.0","15.0","17.5","25.0","5.0","2.5",".",".",".",".",".",".",".",".","."
"Topics-Elementary Calculus","Course Total","211","2.502","13.7","7.6","24.6","12.3","27.5","9.0","5.2",".",".",".",".",".",".",".",".","."
"Topics in Calculus II","276
001","22","3.364","45.5","13.6","27.3","4.5","4.5","4.5",".",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","62","",".",".",".",".",".",".",".",".",".","96.8","3.2",".",".",".",".","."
"Theory-Interst & Life Insur","303
001","18","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Math Statistics","310
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","319
001","25","2.720","28.0",".","20.0","16.0","28.0","4.0","4.0",".",".",".",".",".",".",".",".","."
"","319
003","27","2.315","14.8",".","25.9","11.1","25.9","14.8","7.4",".",".",".",".",".",".",".",".","."
"","319
004","32","2.906","15.6","28.1","25.0","3.1","21.9","3.1","3.1",".",".",".",".",".",".",".",".","."
"","319
005","36","3.417","30.6","41.7","11.1","13.9","2.8",".",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","120","2.888","22.5","20.0","20.0","10.8","18.3","5.0","3.3",".",".",".",".",".",".",".",".","."
"","001
320","15","2.700","20.0","6.7","26.7","13.3","20.0","13.3",".",".",".",".",".",".",".",".",".","."
"","320
003","6","3.167","66.7",".",".",".","16.7","16.7",".",".",".",".",".",".",".",".",".","."
"Linear Mathematics","Course Total","21","2.833","33.3","4.8","19.0","9.5","19.0","14.3",".",".",".",".",".",".",".",".",".","."
"","321
001","15","2.467","26.7",".","20.0",".","26.7","26.7",".",".",".",".",".",".",".",".",".","."
"","321
002","19","2.263","10.5","5.3","15.8","15.8","31.6","15.8","5.3",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","Course Total","34","2.353","17.6","2.9","17.6","8.8","29.4","20.6","2.9",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","21","2.738","23.8","9.5","19.0","23.8","9.5","9.5","4.8",".",".",".",".",".",".",".",".","."
"","340
001","22","3.023","45.5","4.5","13.6","9.1","18.2","4.5","4.5",".",".",".",".",".",".",".",".","."
"","340
002","26","2.788","23.1","15.4","23.1","11.5","11.5","11.5","3.8",".",".",".",".",".",".",".",".","."
"","340
003","29","2.741","20.7","17.2","27.6","13.8","3.4","6.9","10.3",".",".",".",".",".",".",".",".","."
"","340
004","35","3.143","51.4",".","25.7","5.7","5.7","5.7","5.7",".",".",".",".",".",".",".",".","."
"","340
005","30","2.567","16.7","10.0","16.7","16.7","26.7","10.0","3.3",".",".",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","Page 245 of 375",""
