"","999
020","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
024","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
026","1","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Research","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"L SC COM
120","Dept. Total","359","3.527","49.0","25.3","15.0","4.5","1.7","",".","1.7","1.4","",".","0.6","",".","0.6","",".",".",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"120
L SC COM","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","73","3.544","42.5","30.1","21.9","5.5",".","",".",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","46","3.578","52.2","21.7","19.6","4.3","2.2","",".",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","63","3.467","46.0","31.7","12.7","6.3",".","",".","3.2",".","",".",".","",".",".","",".",".",".","."
"Senior","","132","3.440","47.0","25.8","14.4","4.5","3.8","",".","3.0","1.5","",".",".","",".",".","",".",".",".","."
"Undergraduates","","314","3.491","46.5","27.4","16.6","5.1","1.9","",".","1.9","0.6","",".",".","",".",".","",".",".",".","."
"Special","","9","3.775","66.7","11.1","11.1",".",".","",".",".","11.1","",".",".","",".",".","",".",".",".","."
"Graduate","","36","3.885","66.7","11.1","2.8",".",".","",".",".","5.6","",".","5.6","",".","5.6","",".",".",".","2.8"
"","Dept. Total","359","3.527","49.0","25.3","15.0","4.5","1.7","",".","1.7","1.4","",".","0.6","",".","0.6","",".",".",".","0.3"
