"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"908","004","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"908","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-Art","Course Total","","36","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"912","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"912","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"912","042","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"912","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Research-Drawing","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","020","","12","3.938","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","034","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","057","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","058","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"914","076","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","34","3.979","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"922","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"922","021","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922","027","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922","042","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","045","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"922","046","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"922","057","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"922","058","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Painting","Course Total","","52","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","003","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","076","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Ceramics","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"944
Adv Research-Art Metal","008","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","007","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"996","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","032","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","058","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","067","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"996","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","071","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","36","3.974","97.2","2.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","004","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","008","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","025","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"March 29, 2013","","","","","","","","","","","","","","","","","","","","Page 78 of 375"
