"","990
046","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","990
115","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"PhD Thesis-Finance","Course Total","3","***","","","","","","","","","","","","","","","","","","","",""
"Reading & Rsch-Finance PhD","999
065","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FINANCE
233","Dept. Total","1211","3.290","29.6","23.7","29.5","8.5","6.2","0.9","0.2","1.0","",".",".","",".","",".","",".","0.2","0.1","0.2"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"233
FINANCE","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","252","3.269","27.0","22.6","35.7","7.9","5.2","1.2",".",".","",".",".","",".","",".","",".",".",".","0.4"
"Senior","","639","3.159","22.8","21.9","32.2","11.6","9.2","1.3","0.2","0.5","",".",".","",".","",".","",".",".","0.2","0.2"
"Undergraduates","","891","3.190","24.0","22.1","33.2","10.5","8.1","1.2","0.1","0.3","",".",".","",".","",".","",".",".","0.1","0.2"
"Special","","31","3.404","32.3","19.4","22.6","3.2","6.5",".",".","6.5","",".",".","",".","",".","",".","9.7",".","."
"Graduate","","281","3.589","46.6","28.8","19.2","2.8","0.4",".","0.4","1.8","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","4","3.750","50.0","50.0",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","4","3.750","25.0","25.0",".",".",".",".",".","50.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","8","3.750","37.5","37.5",".",".",".",".",".","25.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1211","3.290","29.6","23.7","29.5","8.5","6.2","0.9","0.2","1.0","",".",".","",".","",".","",".","0.2","0.1","0.2"
