"","999
085","1","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
094","3","***","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
095","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".","",".",".","",".",".","."
"Independent Reading","Course Total","34","3.981","85.3","2.9",".",".",".",".",".","8.8",".",".","",".","2.9","",".",".",".","."
"CURRIC
272","Dept. Total","2070","3.889","63.5","10.0","2.1","0.2","0.3","0.0","0.0","2.2","0.0","20.7","",".","0.5","",".",".",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","."
"Sophomore","","44","3.727","61.4","27.3","9.1",".","2.3",".",".",".",".",".","",".",".","",".",".",".","."
"Junior","","249","3.869","65.5","12.0","3.2","0.4","0.4",".",".",".",".","18.5","",".",".","",".",".",".","."
"Senior","","1166","3.890","58.2","8.7","1.8","0.3","0.3","0.1","0.1","0.2",".","30.3","",".",".","",".",".",".","."
"Undergraduates","","1460","3.879","59.6","9.9","2.3","0.3","0.3","0.1","0.1","0.1",".","27.3","",".",".","",".",".",".","."
"Special","","128","3.818","59.4","13.3","4.7",".","0.8",".",".","0.8",".","21.1","",".",".","",".",".",".","."
"Graduate","","482","3.934","76.3","9.5","0.8",".",".",".",".","8.7","0.2","0.6","",".","2.3","",".",".",".","1.5"
"","Dept. Total","2070","3.889","63.5","10.0","2.1","0.2","0.3","0.0","0.0","2.2","0.0","20.7","",".","0.5","",".",".",".","0.3"
