"PHILOSOPHY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"736
PHILOS","","","","","","","","","","","","","","","","","","","",""
"994","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","035","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"994","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research in Ethics","Course Total","","3","***","","","","","","","","","","","","","","","",""
"995","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"995","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"995","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch-Soc & Political Philos","Course Total","","3","***","","","","","","","","","","","","","","","",""
"996","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research in Metaphysics","Course Total","","2","***","","","","","","","","","","","","","","","",""
"997
Research-Aesthetics","111","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","025","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","031","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","032","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"999","033","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","037","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","061","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","111","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","","31","4.000","45.2",".",".",".",".",".",".","54.8",".",".",".",".",".",".",".","."
