"","999
018","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
025","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"","999
027","1","***","","","","","","","","","","",".",".","",".",".","",".",".","."
"Independent Reading","Course Total","10","4.000","90.0",".",".",".",".",".",".",".","",".",".","",".",".","",".",".",".","10.0"
"ED PSYCH
315","Dept. Total","1060","3.413","46.2","17.3","18.4","8.0","6.6","0.9","0.5","1.3","",".",".","",".","0.2","",".","0.2","0.1","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"315
ED PSYCH","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","62","3.044","21.0","16.1","35.5","14.5","9.7","3.2",".",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","253","3.189","27.7","21.3","28.1","12.3","8.7","1.6","0.4",".","",".",".","",".",".","",".",".",".","."
"Junior","","184","3.239","35.9","17.4","22.8","12.5","6.5","1.6","1.6",".","",".",".","",".",".","",".","0.5",".","1.1"
"Senior","","199","3.222","38.2","13.6","18.1","11.1","14.1","0.5","0.5","3.5","",".",".","",".",".","",".","0.5",".","."
"Undergraduates","","698","3.198","32.2","17.6","24.5","12.2","9.7","1.4","0.7","1.0","",".",".","",".",".","",".","0.3",".","0.3"
"Special","","34","3.634","50.0","35.3","5.9",".","5.9",".",".",".","",".",".","",".",".","",".",".","2.9","."
"Graduate","","328","3.851","75.6","14.6","6.7",".",".",".",".","2.1","",".",".","",".","0.6","",".",".",".","0.3"
"","Dept. Total","1060","3.413","46.2","17.3","18.4","8.0","6.6","0.9","0.5","1.3","",".",".","",".","0.2","",".","0.2","0.1","0.3"
