"","999
098","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","999
104","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"","999
108","1","***","","","","","","","","","","",".",".",".",".","",".",".","."
"Indep Study & Research","Course Total","8","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".","",".",".",".","."
"COMP SCI
266","Dept. Total","3258","3.087","27.0","16.1","19.6","8.0","9.5","2.9","3.1","1.9","",".","10.6","0.6","0.0","",".","0.6","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","484","2.883","15.9","10.5","22.5","4.8","11.0","2.7","4.8",".","",".","24.4","1.9",".","",".","1.7",".","."
"Sophomore","","801","3.054","19.9","15.5","24.2","7.5","9.2","2.1","2.7",".","",".","17.5","1.0",".","",".","0.4",".","."
"Junior","","667","3.010","22.9","17.4","21.6","11.1","10.6","4.2","2.8","0.3","",".","8.1","0.4",".","",".","0.4",".","."
"Senior","","673","2.828","18.4","16.9","20.7","13.5","14.4","4.8","5.1","2.1","",".","3.7",".",".","",".","0.3","0.1","."
"Undergraduates","","2625","2.954","19.5","15.4","22.3","9.4","11.2","3.4","3.7","0.6","",".","12.8","0.8",".","",".","0.6","0.0","."
"Special","","71","3.372","50.7","14.1","8.5","7.0","4.2","4.2","2.8",".","",".","7.0",".",".","",".","1.4",".","."
"Graduate","","561","3.727","59.0","19.8","8.0","1.4","2.1","0.2","0.2","8.2","",".","0.4",".","0.2","",".","0.4","0.2","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".",".","",".",".",".",".","",".","100.0",".","."
"Professionals","","1","",".",".",".",".",".",".",".",".","",".",".",".",".","",".","100.0",".","."
"","Dept. Total","3258","3.087","27.0","16.1","19.6","8.0","9.5","2.9","3.1","1.9","",".","10.6","0.6","0.0","",".","0.6","0.1","."
