"","799
024","2","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","799
033","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","799
035","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","","","","","",""
"THER SCI
939","Dept. Total","1118","3.533","43.9","23.6","16.6","2.1","1.5","0.1","0.1","0.3","",".","11.7","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.500","63.6","9.1","9.1",".","18.2",".",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","26","3.672","73.1","7.7","11.5","3.8",".",".","3.8",".","",".",".","",".","",".","",".",".",".","."
"Junior","","126","3.452","43.7","23.8","20.6","0.8","3.2",".",".",".","",".","7.9","",".","",".","",".",".",".","."
"Senior","","928","3.531","42.3","24.9","16.7","2.4","1.2","0.1",".","0.3","",".","12.1","",".","",".","",".",".",".","."
"Undergraduates","","1091","3.525","43.4","24.2","17.0","2.2","1.6","0.1","0.1","0.3","",".","11.2","",".","",".","",".",".",".","."
"Special","","12","3.750","16.7",".","8.3",".",".",".",".",".","",".","75.0","",".","",".","",".",".",".","."
"Graduate","","15","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","1118","3.533","43.9","23.6","16.6","2.1","1.5","0.1","0.1","0.3","",".","11.7","",".","",".","",".",".",".","."
