"L&S","","","","","","","","","","","","","","","","","","","","",""
"LINGUISTICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","",""
"LINGUIS
550","Dept. Total","322","3.448","49.1","17.7","13.4","3.1","3.1","3.7","1.6","4.7","0.3",".","",".","0.9","",".","0.3","0.3","1.9"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"550
LINGUIS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","53","3.183","34.0","24.5","20.8","3.8","3.8","11.3",".",".",".",".","",".",".","",".","1.9",".","."
"Sophomore","","69","3.500","53.6","18.8","17.4","2.9","2.9","4.3",".",".",".",".","",".",".","",".",".",".","."
"Junior","","45","3.445","51.1","20.0","11.1","6.7","6.7","4.4",".",".",".",".","",".",".","",".",".",".","."
"Senior","","39","3.076","43.6","12.8","12.8","5.1","5.1","2.6","10.3","5.1",".",".","",".",".","",".",".","2.6","."
"Undergraduates","","206","3.326","46.1","19.4","16.0","4.4","4.4","5.8","1.9","1.0",".",".","",".",".","",".","0.5","0.5","."
"Special","","4","4.000","50.0",".",".",".",".",".",".",".",".",".","",".",".","",".",".",".","50.0"
"Graduate","","112","3.715","54.5","15.2","8.9","0.9","0.9",".","0.9","11.6","0.9",".","",".","2.7","",".",".",".","3.6"
"","Dept. Total","322","3.448","49.1","17.7","13.4","3.1","3.1","3.7","1.6","4.7","0.3",".","",".","0.9","",".","0.3","0.3","1.9"
