"EGR","","","","","","","","","","","","","","","","","","","",""
"MATERIALS SCI AND ENGINEERI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"M S & E
Dept. Total
636","957","3.391","34.7","23.7","18.9","5.3","2.8","0.8","0.2","6.6","",".","2.7","",".","2.8","1.1","0.1","0.1","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","",""
"636
M S & E","","","","","","","","","","","","","","","","","","","",""
"Sophomore","93","3.237","30.1","31.2","19.4","15.1","1.1","2.2","1.1",".","",".",".","",".",".",".",".",".","."
"Junior","237","3.352","38.0","24.9","24.9","7.6","3.0","0.4","0.4",".","",".",".","",".",".","0.4",".","0.4","."
"Senior","390","3.351","33.8","29.5","24.4","4.6","4.6","1.3",".",".","",".",".","",".",".","1.8",".",".","."
"Undergraduates","720","3.336","34.7","28.2","23.9","6.9","3.6","1.1","0.3",".","",".",".","",".",".","1.1",".","0.1","."
"Special","7","3.531","28.6","42.9","14.3",".",".",".",".",".","",".",".","",".",".",".","14.3",".","."
"Graduate","230","3.763","34.8","9.1","3.5","0.4","0.4",".",".","27.4","",".","11.3","",".","11.7","1.3",".",".","."
"Dept. Total","957","3.391","34.7","23.7","18.9","5.3","2.8","0.8","0.2","6.6","",".","2.7","",".","2.8","1.1","0.1","0.1","."
