"","999
062","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","069
999","7","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","999
073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","Course Total","30","3.952","56.7",".","3.3",".",".",".",".","10.0",".",".",".","23.3","3.3",".","3.3","."
"CIV ENGR
240","Dept. Total","1591","3.367","40.2","17.9","20.6","7.8","4.1","0.9","0.1","6.0",".","0.1",".","1.7","0.3","0.1","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","",""
"Sophomore","","27","3.400","40.7","11.1","29.6","14.8",".",".",".",".",".",".",".",".",".",".","3.7","."
"Junior","","188","3.350","36.7","20.2","30.3","6.9","4.3","1.6",".",".",".",".",".",".",".",".",".","."
"Senior","","941","3.284","37.2","21.0","23.9","10.2","5.8","1.3","0.2",".",".",".",".",".","0.2","0.1",".","."
"Undergraduates","","1156","3.297","37.2","20.7","25.1","9.8","5.4","1.3","0.2",".",".",".",".",".","0.2","0.1","0.1","."
"Special","","54","3.568","57.4","14.8","11.1","7.4","3.7",".",".","5.6",".",".",".",".",".",".",".","."
"Graduate","","381","3.707","47.0","9.7","8.4","1.8","0.3",".",".","24.4",".","0.3",".","7.1","0.5",".","0.5","."
"","Dept. Total","1591","3.367","40.2","17.9","20.6","7.8","4.1","0.9","0.1","6.0",".","0.1",".","1.7","0.3","0.1","0.2","."
