"EGR","","","","","","","","","","","","","","","","","","","","",""
"","CHEMICAL & BIOLOGICAL ENGR Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","","GPA","","","","","","","","","","","","","","","",""
"220
CBE","","","","","","","","","","","","","","","","","","","","",""
"Cooperative Education Prog","1","001","","22","3.977","95.5","4.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Process Synthesis","250","002","","54","2.935","16.7","13.0","42.6","7.4","14.8","5.6",".",".",".",".",".",".",".",".",".","."
"Intro to Chem Process Modeling","255","001","","42","3.226","35.7","11.9","33.3","4.8","11.9","2.4",".",".",".",".",".",".",".",".",".","."
"Chem Process Thermodynamics","310","001","","61","2.943","9.8","11.5","54.1","13.1","8.2","3.3",".",".",".",".",".",".",".",".",".","."
"Thermodynamics of Mixtures","311","001","","74","3.020","16.2","24.3","17.6","31.1","10.8",".",".",".",".",".",".",".",".",".",".","."
"Intro Transport Phenomena","320","001","","89","3.131","15.7","14.6","56.2","4.5","7.9",".",".",".",".",".",".",".",".","1.1",".","."
"","324","001","","14","3.464","35.7","35.7","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"","324","002","","13","3.385","38.5","23.1","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","324","003","","13","3.385","30.8","23.1","38.5","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","324","004","","12","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Transport Phenomena Lab","","Course Total","","52","3.433","34.6","28.8","26.9","7.7","1.9",".",".",".",".",".",".",".",".",".",".","."
"Momentum&Heat Transfer Oper","326","001","","46","3.043","21.7","21.7","30.4","4.3","17.4","4.3",".",".",".",".",".",".",".",".",".","."
"Mass Transfer Operations","426","001","","69","2.928","23.2","10.1","27.5","13.0","24.6",".","1.4",".",".",".",".",".",".",".",".","."
"Chem Kinetcs & Reactor Dsgn","430","001","","69","2.986","21.7","11.6","33.3","11.6","20.3","1.4",".",".",".",".",".",".",".",".",".","."
"Chemical Engineering Matl","440","001","","56","3.402","21.4","41.1","33.9","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"Process Design","450","001","","33","3.136","30.3","12.1","30.3","9.1","18.2",".",".",".",".",".",".",".",".",".",".","."
"Process Dynamics & Control","470","001","","46","3.174","19.6","30.4","23.9","17.4","8.7",".",".",".",".",".",".",".",".",".",".","."
"","489","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","489","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","489","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors in Research","","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Intro to Tissue Engineering","510","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Biology in Engineering Seminar","517","001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Stem Cell Bioengineering","520","001","","6","3.500","50.0",".","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Colloid&Interface Sci","547","001","","29","3.339","31.0","17.2","37.9","6.9","3.4",".",".","3.4",".",".",".",".",".",".",".","."
"Seminar-Chem Engr Connections","555","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biochemical Engineering","560","001","","25","3.400","24.0","40.0","28.0","8.0",".",".",".",".",".",".",".",".",".",".",".","."
"","562","005","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","562","010","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","562","011","","18","3.472","44.4","38.9","11.1",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"Spec Topics in ChE","","Course Total","","33","3.587","69.7","21.2","6.1",".",".",".","3.0",".",".",".",".",".",".",".",".","."
"Solar Energy Technology","567","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","599","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","599","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","599","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","599","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","599","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","599","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","599","016","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","599","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","599","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","599","021","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","","","Page 113 of 423",""
