"","990
090","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","990
092","5","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","990
093","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Research","Course Total","73","",".",".",".",".","",".","",".","",".","50.7","",".",".","",".","47.9","",".",".","1.4","."
"MED PHYS
621","Dept. Total","196","3.707","34.7","20.4","6.1","0.5","",".","",".","",".","19.9","",".",".","",".","17.9","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Junior","","2","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Senior","","25","3.734","72.0","12.0","12.0","4.0","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","28","3.761","75.0","10.7","10.7","3.6","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","168","3.693","28.0","22.0","5.4",".","",".","",".","",".","23.2","",".",".","",".","20.8","",".",".","0.6","."
"","Dept. Total","196","3.707","34.7","20.4","6.1","0.5","",".","",".","",".","19.9","",".",".","",".","17.9","",".",".","0.5","."
