"","990
038","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
039","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research or Thesis","Course Total","17","",".",".",".",".",".",".",".","76.5","",".",".","",".","17.6","5.9",".",".","."
"Independent Reading","999
015","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"KINES
742","Dept. Total","2065","3.423","47.7","17.4","14.0","5.3","7.2","1.5","0.5","4.0","",".","1.4","",".","0.1","0.3",".","0.5","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"742
KINES","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","236","2.883","28.4","11.4","24.2","11.4","19.5","3.4","1.7",".","",".",".","",".",".",".",".",".","."
"Sophomore","","368","3.173","40.2","14.7","20.7","6.8","13.0","3.5","1.1",".","",".",".","",".",".",".",".",".","."
"Junior","","392","3.445","46.4","26.3","13.5","6.1","5.4","1.8","0.3",".","",".",".","",".",".","0.3",".",".","."
"Senior","","782","3.580","58.8","19.6","12.0","4.2","4.3","0.5","0.1",".","",".",".","",".",".","0.4",".",".","."
"Undergraduates","","1778","3.385","48.2","19.0","15.7","6.1","8.4","1.8","0.6",".","",".",".","",".",".","0.2",".",".","."
"Special","","112","3.680","17.0","6.3","1.8",".",".",".","0.9","62.5","",".",".","",".",".","0.9",".","9.8","0.9"
"Graduate","","135","3.842","51.1","10.4","5.2",".",".",".",".","9.6","",".","20.7","",".","2.2","0.7",".",".","."
"Prof Yr 1","","40","3.988","97.5","2.5",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","40","3.988","97.5","2.5",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","2065","3.423","47.7","17.4","14.0","5.3","7.2","1.5","0.5","4.0","",".","1.4","",".","0.1","0.3",".","0.5","0.0"
