"ALS","","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","331","3.394","46.2","23.3","15.1","3.6","2.7","1.8","3.3","2.7","",".",".","",".","",".","0.9",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","3.352","46.7","13.3","30.0","6.7",".",".","3.3",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","90","3.429","45.6","26.7","16.7","2.2","2.2","4.4","1.1",".","",".",".","",".","",".","1.1",".",".","."
"Junior","","57","3.301","40.4","28.1","19.3","3.5","3.5",".","5.3",".","",".",".","",".","",".",".",".",".","."
"Senior","","120","3.310","42.5","26.7","11.7","5.0","4.2","1.7","5.0","1.7","",".",".","",".","",".","1.7",".",".","."
"Undergraduates","","297","3.349","43.4","25.6","16.5","4.0","3.0","2.0","3.7","0.7","",".",".","",".","",".","1.0",".",".","."
"Special","","2","***","","","","","","","","","","",".","",".","",".",".",".","50.0","."
"Graduate","","31","3.952","74.2",".","3.2",".",".",".",".","22.6","",".",".","",".","",".",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","331","3.394","46.2","23.3","15.1","3.6","2.7","1.8","3.3","2.7","",".",".","",".","",".","0.9",".","0.3","."
