"","999
032","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
033","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
041","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Study","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"DS
359","Dept. Total","670","3.633","57.3","19.1","14.6","3.0","1.9","0.7","0.1","2.5","",".",".","",".","0.1","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","54","3.556","50.0","25.9","16.7","3.7","1.9","1.9",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","107","3.538","51.4","19.6","21.5","2.8","3.7",".","0.9",".","",".",".","",".",".",".",".",".","."
"Junior","","235","3.699","63.4","19.6","12.3","2.1","1.3","0.9",".",".","",".",".","",".",".","0.4",".",".","."
"Senior","","217","3.594","54.4","20.7","16.1","4.1","2.3","0.9",".","0.5","",".",".","",".",".","0.9",".",".","."
"Undergraduates","","613","3.621","56.9","20.6","15.7","3.1","2.1","0.8","0.2","0.2","",".",".","",".",".","0.5",".",".","."
"Special","","11","3.660","54.5",".","9.1","9.1",".",".",".","27.3","",".",".","",".",".",".",".",".","."
"Graduate","","46","3.919","63.0","4.3","2.2",".",".",".",".","28.3","",".",".","",".","2.2",".",".",".","."
"","Dept. Total","670","3.633","57.3","19.1","14.6","3.0","1.9","0.7","0.1","2.5","",".",".","",".","0.1","0.4",".",".","."
