"","991
007","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
008","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
013","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Indiv Research-Slavic Lit","Course Total","9","",".",".",".",".",".",".",".","33.3","",".",".","",".","55.6","11.1",".",".","."
"SLAVIC
888","Dept. Total","255","3.589","55.3","21.2","9.8","2.0","3.5","0.8","0.4","4.7","",".",".","",".","2.0","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","33","3.270","42.4","24.2","12.1","9.1","6.1","3.0","3.0",".","",".",".","",".",".",".",".",".","."
"Sophomore","","34","3.488","38.2","32.4","17.6","5.9","2.9",".",".","2.9","",".",".","",".",".",".",".",".","."
"Junior","","55","3.552","54.5","21.8","14.5",".","9.1",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","67","3.718","61.2","26.9","10.4",".",".","1.5",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","189","3.540","51.9","25.9","13.2","2.6","4.2","1.1","0.5","0.5","",".",".","",".",".",".",".",".","."
"Special","","6","3.467","50.0",".",".",".","16.7",".",".","33.3","",".",".","",".",".",".",".",".","."
"Graduate","","59","3.916","66.1","8.5",".",".",".",".",".","15.3","",".",".","",".","8.5","1.7",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","255","3.589","55.3","21.2","9.8","2.0","3.5","0.8","0.4","4.7","",".",".","",".","2.0","0.4",".",".","."
