"ALS","","","","","","","","","","","","","","","","","","","","",""
"LIFE SCIENCES COMMUNICATIO Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"120
LSC","","","","","","","","","","","","","","","","","","","","",""
"LSC
Dept. Total
120","645","3.636","55.3","25.7","10.9","2.6","3.1","0.6","",".","0.3","",".","0.5","",".","0.5","0.5",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"120
LSC","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","152","3.592","52.6","28.9","9.2","5.3","2.6","1.3","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","84","3.560","51.2","23.8","15.5","3.6","3.6","1.2","",".",".","",".",".","",".",".","1.2",".",".","."
"Junior","141","3.579","52.5","24.1","15.6","1.4","5.0","0.7","",".",".","",".",".","",".",".","0.7",".",".","."
"Senior","233","3.698","59.2","28.3","8.2","1.7","2.6",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","610","3.625","54.9","26.9","11.1","2.8","3.3","0.7","",".",".","",".",".","",".",".","0.3",".",".","."
"Special","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","34","3.920","64.7","5.9","2.9",".",".",".","",".","5.9","",".","8.8","",".","8.8","2.9",".",".","."
"Dept. Total","645","3.636","55.3","25.7","10.9","2.6","3.1","0.6","",".","0.3","",".","0.5","",".","0.5","0.5",".",".","."
