"L&S","","","","","","","","","","","","","","","","","","","",""
"GEOSCIENCE","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"420
GEOSCI","","","","","","","","","","","","","","","","","","","",""
"","100","001","142","3.004","23.9","18.3","23.2","20.4","4.2","2.8","4.2","2.8",".",".",".",".",".",".",".","."
"","100","002","133","3.000","20.3","20.3","21.8","24.8","7.5","3.0","1.5","0.8",".",".",".",".",".",".",".","."
"General Geology","","Course Total","275","3.002","22.2","19.3","22.5","22.5","5.8","2.9","2.9","1.8",".",".",".",".",".",".",".","."
"Environmental Geology","106","001","102","3.333","49.0","19.6","11.8","5.9","6.9","4.9","2.0",".",".",".",".",".",".",".",".","."
"Evolution and Extinction","110","001","175","2.934","25.1","16.0","25.1","9.7","14.3","8.6","1.1",".",".",".",".",".",".",".",".","."
"Volcanoes and Civilization","111","001","156","3.047","28.8","17.3","14.7","16.0","14.7","3.2","1.3",".",".",".",".",".",".","3.8",".","."
"Mountains and Moving Plates","112","001","53","2.843","22.6","3.8","26.4","11.3","30.2","1.9",".","1.9",".",".",".",".",".",".",".","1.9"
"Life in Earth's Extreme Envir","117","001","38","3.658","60.5","26.3","5.3","5.3",".","2.6",".",".",".",".",".",".",".",".",".","."
"Directed Study","199","039","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Geologic Structures","202","001","78","3.156","29.5","11.5","38.5","6.4","9.0","3.8",".",".",".",".",".",".","1.3",".",".","."
"Geobiology","304","001","30","2.879","10.0","20.0","23.3","23.3","20.0",".",".","3.3",".",".",".",".",".",".",".","."
"Gems: Sci Behind the Sparkle","331","001","190","3.124","29.5","23.7","17.4","13.7","9.5","6.3",".",".",".",".",".",".",".",".",".","."
"Principles of Mineralogy","360","001","66","2.879","18.2","10.6","33.3","13.6","19.7","4.5",".",".",".",".",".",".",".",".",".","."
"Intro Envir Remote Sensing","371","001","8","2.929","12.5","12.5","50.0",".",".","12.5",".",".",".",".",".",".","12.5",".",".","."
"Sedimentary & Stratigraphy Lab","431","001","22","3.568","45.5","40.9","9.1",".",".","4.5",".",".",".",".",".",".",".",".",".","."
"History of Geologic Thought","514","001","20","3.467","30.0","10.0","35.0",".",".",".",".","20.0",".",".",".",".","5.0",".",".","."
"Intro to Applied Geophysics","594","001","19","3.526","47.4","31.6","5.3","10.5","5.3",".",".",".",".",".",".",".",".",".",".","."
"Fld Meth-Appl&Engr Geophysics","595","001","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hydrogeology","627","001","24","3.104","8.3","29.2","50.0",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"Senior Thesis","691","015","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","698","004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","031","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","035","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","039","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","040","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","15","3.824","73.3","6.7","13.3",".",".",".",".",".",".",".",".",".","6.7",".",".","."
"Groundwater Flow Modeling","724","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Igneous Petrology","771","001","6","3.800","50.0","33.3",".",".",".",".",".",".",".",".",".",".","16.7",".",".","."
"Electron Microprobe Anal","777","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physics of the Earth II","796","001","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Tectonophysics","797","001","7","3.643","28.6","71.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","875","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","875","002","8","3.563","50.0","37.5",".",".","12.5",".",".",".",".",".",".",".",".",".",".","."
"","875","004","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","875","005","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
