"","920
008","","2","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","920
041","","1","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Diagnostic Radiol Clerk-CSC","Course Total","","7","4.000","100.0",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Gen Radiol Clerk-St Lukes","924
042","","1","***","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"RADIOL
832","Dept. Total","","60","3.659","48.3","31.7","20.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"832
RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","1","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","19","3.474","21.1","52.6","26.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","39","3.720","59.0","23.1","17.9","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","58","3.642","46.6","32.8","20.7","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","60","3.659","48.3","31.7","20.0","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
