"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"LAFOLLETTE SCHOOL PUB AFF Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","","",""
"PUB AFFR
Dept. Total
826","318","3.669","40.6","32.4","8.5","0.9","0.6","",".","",".","0.9","",".","15.1","",".","",".","0.3",".","0.6","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"826
PUB AFFR","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","27","3.713","29.6","25.9","3.7",".",".","",".","",".",".","",".","40.7","",".","",".",".",".",".","."
"Undergraduates","27","3.713","29.6","25.9","3.7",".",".","",".","",".",".","",".","40.7","",".","",".",".",".",".","."
"Special","2","***","","","","","","","","","","","","",".","",".","",".",".",".","50.0","."
"Graduate","266","3.679","42.5","32.7","9.0","0.8","0.4","",".","",".","1.1","",".","12.8","",".","",".","0.4",".","0.4","."
"Prof Yr 2","8","3.500","37.5","37.5",".",".","12.5","",".","",".",".","",".","12.5","",".","",".",".",".",".","."
"Prof Yr 3","5","***","","","","","","","","","","","","","20.0","",".","",".",".",".",".","."
"Prof Yr 4","10","3.500","40.0","20.0","20.0","10.0",".","",".","",".",".","",".","10.0","",".","",".",".",".",".","."
"Professionals","23","3.525","34.8","34.8","8.7","4.3","4.3","",".","",".",".","",".","13.0","",".","",".",".",".",".","."
"Dept. Total","318","3.669","40.6","32.4","8.5","0.9","0.6","",".","",".","0.9","",".","15.1","",".","",".","0.3",".","0.6","."
