"TERM : 1172","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2016-2017","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","8176","3.532","44.8","15.6","15.5","2.1","1.7","0.5","0.1","10.0","0.0","6.5","",".","1.2","0.4","0.0","1.2","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","13","3.455","53.8","15.4","23.1",".","7.7",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","156","3.496","51.3","19.9","21.8","3.2","1.9","0.6",".",".",".",".","",".",".",".",".","1.3","."
"Junior","","649","3.351","55.5","12.0","17.9","3.5","7.2","2.8","0.5",".",".",".","",".",".","0.2",".","0.5","."
"Senior","","1352","3.462","60.5","14.1","13.5","4.7","4.3","1.3","0.4",".",".",".","",".","0.6","0.3","0.1","0.1","."
"Undergraduates","","2170","3.429","58.3","13.9","15.5","4.2","5.0","1.7","0.4",".",".",".","",".","0.4","0.2","0.1","0.3","."
"Special","","151","3.553","29.8","11.3","9.3","0.7","0.7","1.3",".","2.0",".","0.7","",".",".","0.7",".","43.7","."
"Graduate","","1325","3.743","43.0","11.7","5.2","0.8","0.2",".",".","26.1","0.1","4.5","",".","6.6","0.2",".","1.7","."
"Prof Yr 1","","1249","3.452","22.0","12.6","9.9","1.6","1.5","0.2",".","29.2","0.1","22.7","",".",".",".",".","0.1","."
"Prof Yr 2","","1484","3.524","39.7","22.6","25.7","2.6","0.7",".","0.1","1.5","0.1","6.7","",".",".","0.1",".","0.1","0.3"
"Prof Yr 3","","713","3.401","26.1","20.2","35.1","0.8",".",".","0.3","2.5",".","10.7","",".","0.4","2.5",".","0.1","0.7"
"Prof Yr 4","","1136","3.822","69.0","14.8","8.0","0.2",".",".",".","5.6",".","1.1","",".","0.1","0.7",".","0.4","."
"Professionals","","4582","3.554","40.0","17.5","18.5","1.5","0.6","0.1","0.1","10.2","0.0","10.3","",".","0.1","0.6",".","0.2","0.2"
"","College Total","8228","3.532","45.1","15.5","15.4","2.1","1.7","0.5","0.1","9.9","0.0","6.5","",".","1.2","0.4","0.0","1.2","0.1"
