"EGR","","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","812","3.587","44.7","24.8","12.3","2.1","1.5","0.2","",".","5.4","",".","4.7",".","3.7","0.2",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","30","3.614","33.3","46.7","20.0",".",".",".","",".",".","",".",".",".",".",".",".",".","."
"Junior","","133","3.497","50.4","26.3","15.0","2.3","3.0",".","",".",".","",".","2.3",".",".",".",".","0.8","."
"Senior","","461","3.564","48.8","25.2","14.1","2.6","1.7","0.4","",".",".","",".","6.7",".",".","0.4",".",".","."
"Undergraduates","","624","3.555","48.4","26.4","14.6","2.4","1.9","0.3","",".",".","",".","5.4",".",".","0.3",".","0.2","."
"Special","","11","3.286","18.2","9.1","27.3","9.1",".",".","",".","27.3","",".",".","9.1",".",".",".",".","."
"Graduate","","210","3.744","28.1","16.7","2.9","0.5",".",".","",".","19.0","",".","17.6",".","14.3",".",".","1.0","."
"Prof Yr 4","","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","846","3.587","42.9","23.8","11.8","2.0","1.4","0.2","",".","5.2","",".","8.4","0.1","3.5","0.2",".","0.4","."
