"","991
064","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","991
066","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","991
072","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Research Nutrition","Course Total","30","",".",".",".",".",".",".",".","86.7","",".",".","",".","6.7",".",".","6.7","."
"NUTR SCI
694","Dept. Total","1667","3.190","33.5","19.6","19.0","9.4","11.0","2.0","0.4","2.8","",".","1.5","",".","0.2","0.3","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"694
NUTR SCI","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","374","2.918","10.7","24.3","29.7","15.0","17.4","2.7","0.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","303","2.934","19.8","17.8","21.8","15.5","19.1","3.0","0.7",".","",".","2.0","",".",".","0.3",".",".","."
"Junior","","305","3.241","36.1","20.7","16.4","9.5","9.8","2.3","0.7",".","",".","4.3","",".",".","0.3",".",".","."
"Senior","","558","3.484","54.1","19.0","14.3","4.1","5.4","1.3",".",".","",".","1.1","",".","0.2","0.4","0.2",".","."
"Undergraduates","","1540","3.179","33.2","20.4","19.9","10.1","11.9","2.1","0.3",".","",".","1.6","",".","0.1","0.3","0.1",".","."
"Special","","42","3.382","38.1","23.8","19.0","2.4","2.4","2.4","2.4",".","",".",".","",".",".","2.4","4.8","2.4","."
"Graduate","","85","3.850","36.5","2.4","1.2",".",".",".",".","55.3","",".",".","",".","2.4",".",".","2.4","."
"","Dept. Total","1667","3.190","33.5","19.6","19.0","9.4","11.0","2.0","0.4","2.8","",".","1.5","",".","0.2","0.3","0.2","0.2","."
