"","700
002","6","4.000","100.0",".",".",".",".",".",".","",".",".","",".",".","",".","",".",".",".","."
"","700
003","5","***","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Connected Learning","Course Total","29","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"Professional Presentations","702
001","18","3.917","83.3","16.7",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"E P D
348","Dept. Total","627","3.562","49.1","25.4","19.9","3.0","1.1","0.2","0.2","",".","",".","1.0","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Junior","","41","3.535","29.3","51.2","19.5",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","334","3.330","21.3","37.4","32.3","5.4","2.1","0.3","0.3","",".","",".","0.9","",".","",".",".",".",".","."
"Undergraduates","","376","3.353","22.3","38.8","30.9","4.8","1.9","0.3","0.3","",".","",".","0.8","",".","",".",".",".",".","."
"Special","","6","3.654","66.7","16.7","16.7",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","245","3.924","89.8","4.9","3.3","0.4",".",".",".","",".","",".","1.2","",".","",".","0.4",".",".","."
"","Dept. Total","627","3.562","49.1","25.4","19.9","3.0","1.1","0.2","0.2","",".","",".","1.0","",".","",".","0.2",".",".","."
