"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","","",""
"SCAND ST
872","Dept. Total","182","3.777","65.9","17.0","6.0","2.7","",".","",".","",".","7.7","",".",".","",".","",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","22","3.818","72.7","18.2","9.1",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","29","3.810","79.3","10.3","6.9","3.4","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","29","3.787","72.4","17.2","3.4","3.4","",".","",".","",".",".","",".",".","",".","",".","3.4",".",".","."
"Senior","","59","3.720","64.4","20.3","8.5","5.1","",".","",".","",".","1.7","",".",".","",".","",".",".",".",".","."
"Undergraduates","","139","3.768","70.5","17.3","7.2","3.6","",".","",".","",".","0.7","",".",".","",".","",".","0.7",".",".","."
"Special","","8","",".",".",".",".","",".","",".","",".","100.0","",".",".","",".","",".",".",".",".","."
"Graduate","","34","3.846","64.7","17.6","2.9",".","",".","",".","",".","14.7","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","182","3.777","65.9","17.0","6.0","2.7","",".","",".","",".","7.7","",".",".","",".","",".","0.5",".",".","."
