"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"624
Advanced Ceramics II","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"629
3D Digital Studio III","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"636
Computer Augmented Printmaking","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"642
Advanced Watercolor II","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"644
Advanced Art Metal II","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"656
Design Portfolio & Prof Pract","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","079","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","33","3.981","87.9",".","3.0",".",".",".",".",".",".",".",".",".","6.1",".","3.0","."
"700
Intro to Grad Studies in Art","001","","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"726
Grad Intaglio Printmaking I","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"908
Seminar-Art","002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"914","009","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","078","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Sculpture","Course Total","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"924
Advanced Research-Ceramics","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"944
Adv Research-Art Metal","031","","6","3.800","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","011","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"996","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Research-Graphics","Course Total","","9","3.867","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","003","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","005","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","009","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","011","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","012","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","","","Page 76 of 423"
