"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMPUTER SCIENCES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","",""
"714
Methods of Computatnl Math I","001","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Stochastic Programming","001","15","3.929","80.0","13.3",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"726
Nonlinear Optimization I","001","31","3.355","19.4","45.2","22.6","12.9",".",".",".",".",".",".",".",".",".",".",".","."
"727
Convex Analysis","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"736
Advanced Operating Systems","001","12","3.583","41.7","41.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".","."
"739
Distributed Systems","001","47","3.840","68.1","31.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"750
Real-time Computing Systems","001","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"752
Adv Computer Architecture I","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"758
Adv Topics-Comptr Architecture","001","11","3.455","63.6",".","27.3",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"760
Machine Learning","001","91","3.659","58.2","22.0","18.7",".",".",".","1.1",".",".",".",".",".",".",".",".","."
"764
Topics-Database Mgt Systems","001","25","3.760","64.0","24.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"767
Comp Mthds for Med Image Anlys","001","15","3.767","66.7","20.0","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"770
Human-Computer Interaction","001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"787
Advanced Algorithms","001","30","3.655","40.0","46.7","10.0",".",".",".",".",".",".",".",".",".","3.3",".",".","."
"790","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Thesis","Course Total","2","***","","","","","","","","","","","","","","","",""
"799","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","005","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","006","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","008","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","10","",".",".",".",".",".",".",".","90.0","10.0",".",".",".",".",".",".","."
"799","018","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","019","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","020","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","021","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","023","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","028","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","029","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","033","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","035","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","040","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","061","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","076","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","082","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","085","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","086","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","090","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","091","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","095","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","097","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","Page 203 of 423",""
