"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SLAVIC (SLAVIC LANGUAGES)","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","",""
"","101
001","","17","3.353","58.8","17.6","5.9","5.9",".","5.9","5.9",".",".",".",".",".",".",".",".","."
"","101
002","","17","3.344","23.5","41.2","11.8","11.8","5.9",".",".","5.9",".",".",".",".",".",".",".","."
"","003
101","","12","3.455","41.7","16.7","25.0",".","8.3",".",".","8.3",".",".",".",".",".",".",".","."
"","004
101","","16","3.156","18.8","31.3","25.0","12.5","12.5",".",".",".",".",".",".",".",".",".",".","."
"1st Semester Russian","Course Total","","62","3.317","35.5","27.4","16.1","8.1","6.5","1.6","1.6","3.2",".",".",".",".",".",".",".","."
"1st Semester Polish","111
001","","10","3.722","40.0","50.0",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"1st Semester Serbo-Croatian","141
001","","10","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
001","","11","3.636","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
203","","12","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Semester Russian","Course Total","","23","3.652","47.8","34.8","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","275
001","","9","3.667","66.7","22.2",".",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"","275
002","","11","3.455","36.4","36.4","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"Third Year Russian I","Course Total","","20","3.550","50.0","30.0","10.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Third Year Polish I","277
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Polish II","278
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Russian Lang & Culture I","315
001","","18","3.559","44.4","27.8","16.7",".","5.6",".",".","5.6",".",".",".",".",".",".",".","."
"Fourth Year Russian I","321
001","","13","3.538","61.5","15.4","7.7",".","15.4",".",".",".",".",".",".",".",".",".",".","."
"Fourth Year Polish I","331
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Sem Intensive Serbo-Cr","341
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Tolstoy","424
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"History of Russian Culture","433
001","","18","3.694","61.1","16.7","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Soviet Literature","440
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Moderna srpska/hrvatska lit","454
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Capstone Smr:Russian Lit&Cultr","560
001","","11","3.455","45.5","36.4","9.1",".",".","9.1",".",".",".",".",".",".",".",".",".","."
"","699
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Russian Realism","707
001","","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Slavic Literature","755
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
015","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Proseminar-Slavic Lit & Cult","800
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","820
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","820
002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"College Teaching of Russian","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","900
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","900
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar: Slavic Lit & Culture","Course Total","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 06, 2017","","","","","","","","","","","","","","","","","","","Page 312 of 423",""
