"TERM : 1172","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2016-2017","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","2790","3.454","35.5","11.2","12.0","2.3","2.4","0.3","0.0","34.6","",".",".","",".","0.2","0.1",".","1.4","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","11","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","19","3.464","73.7","5.3","10.5",".","5.3","5.3",".",".","",".",".","",".",".",".",".",".","."
"Junior","","44","3.637","63.6","11.4","18.2","2.3","2.3",".",".",".","",".",".","",".",".",".",".","2.3","."
"Senior","","50","3.608","72.0","6.0","12.0","4.0","4.0","2.0",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","124","3.613","71.8","7.3","12.9","2.4","3.2","1.6",".",".","",".",".","",".",".",".",".","0.8","."
"Special","","27","2.667","11.1",".",".",".",".",".","3.7","85.2","",".",".","",".",".",".",".",".","."
"Graduate","","118","3.739","27.1","4.2","5.9",".",".",".",".","58.5","",".",".","",".","4.2",".",".",".","."
"Prof Yr 1","","498","3.346","52.6","15.1","15.9","6.0","6.2","1.0",".","3.2","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","701","3.585","40.7","21.3","15.4","2.6","0.6",".",".","19.4","",".",".","",".",".","0.1",".",".","."
"Prof Yr 3","","766","3.278","16.1","9.7","16.2","1.8","3.5","0.3",".","52.3","",".",".","",".",".","0.1",".",".","."
"Prof Yr 4","","645","4.000","30.4",".",".",".",".",".",".","63.3","",".",".","",".",".","0.3",".","6.0","."
"Professionals","","2610","3.440","33.2","11.4","11.9","2.4","2.4","0.3",".","36.8","",".",".","",".",".","0.2",".","1.5","."
"","College Total","2879","3.454","34.4","10.8","11.6","2.3","2.3","0.3","0.0","36.6","",".",".","",".","0.2","0.1",".","1.4","."
