"","990
020","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","990
022","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","990
035","2","***","","","","","","","","","",".","",".",".",".",".",".","."
"Research and Thesis","Course Total","17","",".",".",".",".",".",".",".","82.4",".",".","",".","17.6",".",".",".","."
"N E
684","Dept. Total","273","3.394","28.2","17.9","15.0","5.5","2.2","0.7","0.7","14.7","0.4",".","",".","14.3","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"684
N E","","","","","","","","","","","","","","","","","","","",""
"Junior","","10","2.650","30.0","20.0","10.0","10.0",".","20.0","10.0",".",".",".","",".",".",".",".",".","."
"Senior","","102","3.328","33.3","27.5","23.5","9.8","4.9",".","1.0",".",".",".","",".",".",".",".",".","."
"Undergraduates","","112","3.263","33.0","26.8","22.3","9.8","4.5","1.8","1.8",".",".",".","",".",".",".",".",".","."
"Special","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","163","3.573","23.9","13.5","9.8","2.5","0.6",".",".","24.5","0.6",".","",".","23.9","0.6",".",".","."
"","Dept. Total","276","3.394","27.9","18.8","14.9","5.4","2.2","0.7","0.7","14.5","0.4",".","",".","14.1","0.4",".",".","."
