"EGR","","","","","","","","","","","","","","","","","","","","","","",""
"GEOLOGICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","",""
"G L E
418","Dept. Total","244","3.260","38.5","17.2","25.0","9.8","4.1","0.8","",".","3.7","",".",".","",".","",".","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"418
G L E","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Junior","","34","3.060","35.3","11.8","20.6","14.7","14.7","2.9","",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","191","3.280","39.8","18.8","28.3","8.9","2.6","0.5","",".",".","",".",".","",".","",".","1.0",".",".","."
"Undergraduates","","227","3.242","39.2","17.6","26.9","10.1","4.4","0.9","",".",".","",".",".","",".","",".","0.9",".",".","."
"Special","","2","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","15","3.548","20.0","13.3",".","6.7",".",".","",".","60.0","",".",".","",".","",".",".",".",".","."
"","Dept. Total","244","3.260","38.5","17.2","25.0","9.8","4.1","0.8","",".","3.7","",".",".","",".","",".","0.8",".",".","."
